timestamps,TP9,FP1,FP2,TP10,n/a,n/a,Marker0
1507101309.761,837.295,819.200,850.455,850.455,0.000,0.000,1
1507101309.761,834.005,817.555,855.390,848.810,0.000,0.000,0
1507101309.761,837.295,817.555,855.390,842.230,0.000,0.000,0
1507101309.761,842.230,815.910,852.100,848.810,0.000,0.000,0
1507101309.761,845.520,817.555,850.455,857.035,0.000,0.000,0
1507101309.761,842.230,822.490,852.100,852.100,0.000,0.000,0
1507101309.761,842.230,820.845,850.455,857.035,0.000,0.000,0
1507101309.761,835.650,822.490,850.455,842.230,0.000,0.000,0
1507101309.761,840.585,815.910,848.810,848.810,0.000,0.000,0
1507101309.761,838.940,819.200,848.810,847.165,0.000,0.000,0
1507101309.761,838.940,822.490,850.455,835.650,0.000,0.000,0
1507101309.761,838.940,820.845,847.165,835.650,0.000,0.000,0
1507101309.761,835.650,820.845,845.520,827.425,0.000,0.000,0
1507101309.761,840.585,817.555,845.520,848.810,0.000,0.000,0
1507101309.761,834.005,817.555,848.810,852.100,0.000,0.000,0
1507101309.761,842.230,819.200,848.810,847.165,0.000,0.000,0
1507101309.846,840.585,819.200,850.455,850.455,0.000,0.000,0
1507101309.846,837.295,817.555,847.165,832.360,0.000,0.000,0
1507101309.846,842.230,819.200,848.810,842.230,0.000,0.000,0
1507101309.846,835.650,820.845,848.810,837.295,0.000,0.000,0
1507101309.846,837.295,815.910,845.520,835.650,0.000,0.000,0
1507101309.846,837.295,810.975,847.165,837.295,0.000,0.000,0
1507101309.846,832.360,814.265,845.520,830.715,0.000,0.000,0
1507101309.846,840.585,819.200,845.520,850.455,0.000,0.000,0
1507101309.846,834.005,819.200,845.520,838.940,0.000,0.000,0
1507101309.846,843.875,820.845,845.520,838.940,0.000,0.000,0
1507101309.846,840.585,817.555,845.520,847.165,0.000,0.000,0
1507101309.846,837.295,817.555,848.810,837.295,0.000,0.000,0
1507101309.846,840.585,819.200,847.165,842.230,0.000,0.000,0
1507101309.846,842.230,817.555,848.810,852.100,0.000,0.000,0
1507101309.846,843.875,814.265,845.520,850.455,0.000,0.000,0
