timestamps,TP9,FP1,FP2,TP10,n/a,n/a,Marker0
1507101508.853,845.520,789.591,847.165,848.810,0.000,0.000,2
1507101508.853,840.585,792.881,852.100,850.455,0.000,0.000,0
1507101508.853,840.585,791.236,852.100,847.165,0.000,0.000,0
1507101508.853,840.585,792.881,848.810,843.875,0.000,0.000,0
1507101508.853,842.230,791.236,845.520,838.940,0.000,0.000,0
1507101508.853,838.940,791.236,847.165,847.165,0.000,0.000,0
1507101508.853,832.360,794.526,850.455,842.230,0.000,0.000,0
1507101508.853,832.360,791.236,852.100,837.295,0.000,0.000,0
1507101508.853,842.230,789.591,852.100,847.165,0.000,0.000,0
1507101508.853,845.520,791.236,848.810,840.585,0.000,0.000,0
1507101508.853,838.940,796.170,852.100,848.810,0.000,0.000,0
1507101508.853,838.940,789.591,853.745,853.745,0.000,0.000,0
1507101508.853,842.230,787.946,853.745,850.455,0.000,0.000,0
1507101508.853,840.585,787.946,850.455,847.165,0.000,0.000,0
1507101508.853,838.940,787.946,852.100,855.390,0.000,0.000,0
1507101508.853,840.585,787.946,852.100,848.810,0.000,0.000,0
1507101508.918,832.360,783.011,850.455,838.940,0.000,0.000,0
1507101508.918,840.585,789.591,848.810,830.715,0.000,0.000,0
1507101508.918,842.230,789.591,847.165,834.005,0.000,0.000,0
1507101508.918,843.875,797.815,852.100,832.360,0.000,0.000,0
1507101508.918,855.390,789.591,847.165,853.745,0.000,0.000,0
1507101508.918,852.100,792.881,848.810,850.455,0.000,0.000,0
1507101508.918,847.165,796.170,847.165,843.875,0.000,0.000,0
1507101508.918,843.875,794.526,850.455,848.810,0.000,0.000,0
1507101508.918,837.295,787.946,848.810,850.455,0.000,0.000,0
1507101508.918,837.295,791.236,848.810,843.875,0.000,0.000,0
1507101508.918,840.585,792.881,847.165,837.295,0.000,0.000,0
1507101508.918,840.585,794.526,850.455,847.165,0.000,0.000,0
1507101508.918,838.940,789.591,853.745,848.810,0.000,0.000,0
1507101508.918,842.230,787.946,848.810,850.455,0.000,0.000,0
1507101508.918,838.940,789.591,847.165,848.810,0.000,0.000,0
1507101508.918,835.650,794.526,847.165,838.940,0.000,0.000,0
1507101508.918,837.295,801.105,850.455,847.165,0.000,0.000,0
1507101508.983,838.940,789.591,850.455,850.455,0.000,0.000,0
1507101508.983,835.650,787.946,850.455,838.940,0.000,0.000,0
1507101508.983,838.940,789.591,848.810,838.940,0.000,0.000,0
1507101508.983,835.650,799.460,853.745,837.295,0.000,0.000,0
1507101508.983,834.005,804.395,853.745,830.715,0.000,0.000,0
1507101508.983,842.230,797.815,852.100,847.165,0.000,0.000,0
1507101508.983,840.585,783.011,850.455,845.520,0.000,0.000,0
1507101508.983,840.585,789.591,847.165,838.940,0.000,0.000,0
1507101508.983,842.230,801.105,850.455,852.100,0.000,0.000,0
1507101508.983,837.295,801.105,850.455,832.360,0.000,0.000,0
1507101508.983,843.875,799.460,847.165,842.230,0.000,0.000,0
1507101508.983,845.520,787.946,845.520,840.585,0.000,0.000,0
1507101508.983,838.940,787.946,850.455,845.520,0.000,0.000,0
1507101508.983,837.295,796.170,852.100,842.230,0.000,0.000,0
1507101508.983,843.875,796.170,848.810,845.520,0.000,0.000,0
1507101508.983,840.585,792.881,845.520,835.650,0.000,0.000,0
1507101509.067,843.875,794.526,845.520,845.520,0.000,0.000,0
1507101509.067,842.230,794.526,848.810,848.810,0.000,0.000,0
1507101509.067,842.230,789.591,848.810,840.585,0.000,0.000,0
1507101509.067,852.100,781.366,845.520,842.230,0.000,0.000,0
1507101509.067,848.810,787.946,845.520,840.585,0.000,0.000,0
1507101509.067,840.585,796.170,852.100,845.520,0.000,0.000,0
1507101509.067,843.875,796.170,848.810,845.520,0.000,0.000,0
1507101509.067,843.875,796.170,848.810,848.810,0.000,0.000,0
1507101509.067,850.455,789.591,845.520,837.295,0.000,0.000,0
1507101509.067,852.100,786.301,843.875,845.520,0.000,0.000,0
1507101509.067,843.875,797.815,845.520,840.585,0.000,0.000,0
1507101509.067,837.295,789.591,847.165,834.005,0.000,0.000,0
1507101509.067,843.875,779.721,845.520,834.005,0.000,0.000,0
1507101509.067,845.520,789.591,845.520,843.875,0.000,0.000,0
1507101509.067,835.650,794.526,850.455,845.520,0.000,0.000,0
1507101509.067,838.940,797.815,847.165,840.585,0.000,0.000,0
1507101509.133,842.230,799.460,843.875,840.585,0.000,0.000,0
1507101509.133,840.585,792.881,845.520,847.165,0.000,0.000,0
1507101509.133,838.940,794.526,847.165,848.810,0.000,0.000,0
1507101509.133,835.650,786.301,847.165,837.295,0.000,0.000,0
1507101509.133,840.585,787.946,843.875,842.230,0.000,0.000,0
1507101509.133,843.875,783.011,840.585,838.940,0.000,0.000,0
1507101509.133,857.035,796.170,843.875,847.165,0.000,0.000,0
1507101509.133,847.165,804.395,847.165,847.165,0.000,0.000,0
1507101509.133,843.875,801.105,847.165,835.650,0.000,0.000,0
1507101509.133,850.455,796.170,845.520,843.875,0.000,0.000,0
1507101509.133,850.455,791.236,843.875,843.875,0.000,0.000,0
1507101509.133,850.455,794.526,843.875,847.165,0.000,0.000,0
1507101509.133,845.520,797.815,843.875,842.230,0.000,0.000,0
1507101509.133,847.165,797.815,843.875,838.940,0.000,0.000,0
1507101509.133,850.455,787.946,840.585,843.875,0.000,0.000,0
1507101509.133,843.875,787.946,845.520,847.165,0.000,0.000,0
1507101509.216,840.585,787.946,847.165,845.520,0.000,0.000,0
1507101509.216,835.650,781.366,845.520,853.745,0.000,0.000,0
1507101509.216,840.585,791.236,843.875,843.875,0.000,0.000,0
1507101509.216,843.875,789.591,842.230,842.230,0.000,0.000,0
