timestamps,TP9,FP1,FP2,TP10,n/a,n/a,Marker0
1512340098.999,827.425,814.265,847.165,830.715,0.000,0.000,0
1512340099.004,827.425,819.200,843.875,814.265,0.000,0.000,0
1512340099.008,825.780,825.780,842.230,822.490,0.000,0.000,0
1512340099.013,832.360,817.555,848.810,840.585,0.000,0.000,0
1512340099.017,837.295,820.845,850.455,843.875,0.000,0.000,0
1512340099.022,835.650,799.460,852.100,850.455,0.000,0.000,0
1512340099.026,827.425,804.395,853.745,829.070,0.000,0.000,0
1512340099.031,827.425,829.070,848.810,820.845,0.000,0.000,0
1512340099.035,834.005,827.425,852.100,827.425,0.000,0.000,0
1512340099.040,820.845,830.715,843.875,812.620,0.000,0.000,0
1512340099.044,832.360,809.330,843.875,824.135,0.000,0.000,0
1512340099.049,825.780,804.395,845.520,824.135,0.000,0.000,0
1512340099.053,820.845,809.330,843.875,824.135,0.000,0.000,0
1512340099.058,822.490,815.910,847.165,820.845,0.000,0.000,0
1512340099.063,820.845,817.555,845.520,817.555,0.000,0.000,0
1512340099.067,822.490,832.360,843.875,822.490,0.000,0.000,0
1512340099.072,840.585,819.200,850.455,848.810,0.000,0.000,0
1512340099.076,842.230,804.395,852.100,857.035,0.000,0.000,0
1512340099.081,825.780,819.200,845.520,827.425,0.000,0.000,0
1512340099.085,835.650,809.330,845.520,843.875,0.000,0.000,0
1512340099.090,837.295,809.330,848.810,834.005,0.000,0.000,0
1512340099.094,827.425,829.070,843.875,814.265,0.000,0.000,0
1512340099.099,825.780,815.910,847.165,824.135,0.000,0.000,0
1512340099.103,819.200,812.620,847.165,802.750,0.000,0.000,0
1512340099.108,825.780,830.715,842.230,812.620,0.000,0.000,0
1512340099.112,830.715,817.555,847.165,832.360,0.000,0.000,0
1512340099.117,825.780,815.910,845.520,825.780,0.000,0.000,0
1512340099.121,822.490,829.070,845.520,825.780,0.000,0.000,0
1512340099.126,827.425,825.780,842.230,825.780,0.000,0.000,0
1512340099.130,835.650,814.265,845.520,834.005,0.000,0.000,0
1512340099.135,837.295,824.135,845.520,822.490,0.000,0.000,0
1512340099.140,829.070,830.715,845.520,810.975,0.000,0.000,0
1512340099.144,825.780,819.200,848.810,834.005,0.000,0.000,0
1512340099.149,835.650,817.555,847.165,827.425,0.000,0.000,0
1512340099.153,824.135,807.685,840.585,827.425,0.000,0.000,0
1512340099.158,827.425,815.910,840.585,824.135,0.000,0.000,0
1512340099.162,830.715,829.070,845.520,819.200,0.000,0.000,0
1512340099.167,829.070,820.845,843.875,829.070,0.000,0.000,0
1512340099.171,842.230,802.750,848.810,835.650,0.000,0.000,0
1512340099.176,837.295,809.330,848.810,806.040,0.000,0.000,0
1512340099.180,827.425,820.845,850.455,791.236,0.000,0.000,0
1512340099.185,819.200,830.715,847.165,796.170,0.000,0.000,0
1512340099.189,822.490,825.780,845.520,822.490,0.000,0.000,0
1512340099.194,827.425,814.265,850.455,837.295,0.000,0.000,0
1512340099.198,835.650,820.845,848.810,842.230,0.000,0.000,0
1512340099.203,840.585,822.490,852.100,827.425,0.000,0.000,0
1512340099.207,832.360,825.780,852.100,825.780,0.000,0.000,0
1512340099.212,838.940,820.845,845.520,843.875,0.000,0.000,0
1512340099.217,843.875,819.200,845.520,842.230,0.000,0.000,0
1512340099.221,838.940,834.005,848.810,837.295,0.000,0.000,0
1512340099.226,842.230,835.650,848.810,834.005,0.000,0.000,0
1512340099.230,845.520,832.360,850.455,837.295,0.000,0.000,0
1512340099.235,835.650,825.780,843.875,837.295,0.000,0.000,0
1512340099.239,835.650,814.265,850.455,840.585,0.000,0.000,0
1512340099.244,825.780,824.135,843.875,810.975,0.000,0.000,0
1512340099.248,827.425,827.425,840.585,825.780,0.000,0.000,0
1512340099.253,834.005,819.200,847.165,830.715,0.000,0.000,0
1512340099.257,832.360,827.425,838.940,829.070,0.000,0.000,0
1512340099.262,845.520,829.070,847.165,840.585,0.000,0.000,0
1512340099.266,834.005,835.650,847.165,830.715,0.000,0.000,0
1512340099.271,840.585,812.620,848.810,850.455,0.000,0.000,0
1512340099.275,835.650,824.135,847.165,845.520,0.000,0.000,0
1512340099.280,835.650,815.910,847.165,843.875,0.000,0.000,0
1512340099.284,835.650,817.555,850.455,830.715,0.000,0.000,0
1512340099.289,829.070,837.295,845.520,824.135,0.000,0.000,0
1512340099.294,827.425,819.200,842.230,810.975,0.000,0.000,0
1512340099.298,827.425,827.425,843.875,822.490,0.000,0.000,0
1512340099.303,829.070,827.425,842.230,812.620,0.000,0.000,0
1512340099.307,824.135,827.425,840.585,825.780,0.000,0.000,0
1512340099.312,838.940,827.425,848.810,840.585,0.000,0.000,0
1512340099.316,837.295,834.005,847.165,842.230,0.000,0.000,0
1512340099.321,840.585,820.845,845.520,845.520,0.000,0.000,0
1512340099.325,834.005,817.555,845.520,819.200,0.000,0.000,0
1512340099.330,822.490,822.490,838.940,814.265,0.000,0.000,0
1512340099.334,834.005,825.780,843.875,822.490,0.000,0.000,0
1512340099.339,825.780,834.005,843.875,815.910,0.000,0.000,0
1512340099.343,838.940,822.490,845.520,832.360,0.000,0.000,0
1512340099.348,834.005,822.490,845.520,822.490,0.000,0.000,0
1512340099.352,834.005,822.490,843.875,824.135,0.000,0.000,0
1512340099.357,832.360,832.360,850.455,840.585,0.000,0.000,0
1512340099.361,834.005,832.360,847.165,837.295,0.000,0.000,0
1512340099.366,829.070,829.070,845.520,825.780,0.000,0.000,0
1512340099.371,834.005,832.360,845.520,824.135,0.000,0.000,0
1512340099.375,842.230,819.200,840.585,834.005,0.000,0.000,0
1512340099.380,834.005,827.425,843.875,838.940,0.000,0.000,0
1512340099.384,843.875,832.360,838.940,835.650,0.000,0.000,0
1512340099.389,853.745,822.490,843.875,843.875,0.000,0.000,0
1512340099.393,832.360,834.005,843.875,824.135,0.000,0.000,0
1512340099.398,835.650,830.715,843.875,827.425,0.000,0.000,0
1512340099.402,837.295,830.715,847.165,830.715,0.000,0.000,0
1512340099.407,825.780,830.715,843.875,824.135,0.000,0.000,0
1512340099.411,822.490,820.845,847.165,838.940,0.000,0.000,0
1512340099.416,815.910,822.490,845.520,834.005,0.000,0.000,0
1512340099.420,819.200,829.070,845.520,827.425,0.000,0.000,0
1512340099.425,834.005,834.005,850.455,837.295,0.000,0.000,0
1512340099.429,847.165,830.715,852.100,840.585,0.000,0.000,0
1512340099.434,838.940,820.845,850.455,837.295,0.000,0.000,0
1512340099.438,830.715,824.135,845.520,830.715,0.000,0.000,0
1512340099.443,825.780,824.135,838.940,822.490,0.000,0.000,0
1512340099.448,827.425,822.490,845.520,832.360,0.000,0.000,0
1512340099.452,838.940,830.715,848.810,843.875,0.000,0.000,0
1512340099.457,837.295,835.650,848.810,842.230,0.000,0.000,0
1512340099.461,835.650,845.520,848.810,829.070,0.000,0.000,0
1512340099.466,838.940,838.940,848.810,825.780,0.000,0.000,0
1512340099.470,837.295,847.165,850.455,825.780,0.000,0.000,0
1512340099.475,832.360,827.425,843.875,829.070,0.000,0.000,0
1512340099.479,832.360,820.845,843.875,829.070,0.000,0.000,0
1512340099.484,827.425,817.555,838.940,832.360,0.000,0.000,0
1512340099.488,824.135,830.715,842.230,827.425,0.000,0.000,0
1512340099.493,838.940,838.940,848.810,837.295,0.000,0.000,0
1512340099.497,835.650,832.360,845.520,827.425,0.000,0.000,0
1512340099.502,834.005,837.295,845.520,815.910,0.000,0.000,0
1512340099.506,835.650,834.005,845.520,820.845,0.000,0.000,0
1512340099.511,835.650,834.005,850.455,837.295,0.000,0.000,0
1512340099.515,827.425,840.585,848.810,827.425,0.000,0.000,0
1512340099.520,819.200,830.715,847.165,814.265,0.000,0.000,0
1512340099.525,829.070,825.780,847.165,830.715,0.000,0.000,0
1512340099.529,825.780,829.070,848.810,822.490,0.000,0.000,0
1512340099.534,834.005,832.360,845.520,843.875,0.000,0.000,0
1512340099.538,840.585,822.490,852.100,850.455,0.000,0.000,0
1512340099.543,827.425,837.295,845.520,814.265,0.000,0.000,0
1512340099.547,840.585,848.810,845.520,819.200,0.000,0.000,0
1512340099.552,832.360,843.875,850.455,820.845,0.000,0.000,0
1512340099.556,832.360,857.035,850.455,830.715,0.000,0.000,0
1512340099.561,845.520,838.940,845.520,834.005,0.000,0.000,0
1512340099.565,829.070,845.520,842.230,835.650,0.000,0.000,0
1512340099.570,834.005,819.200,848.810,843.875,0.000,0.000,0
1512340099.574,835.650,810.975,853.745,842.230,0.000,0.000,0
1512340099.579,822.490,830.715,852.100,827.425,0.000,0.000,0
1512340099.583,824.135,829.070,847.165,812.620,0.000,0.000,0
1512340099.588,825.780,842.230,845.520,820.845,0.000,0.000,0
1512340099.592,822.490,842.230,847.165,810.975,0.000,0.000,0
1512340099.597,829.070,830.715,853.745,835.650,0.000,0.000,0
1512340099.602,834.005,834.005,852.100,824.135,0.000,0.000,0
1512340099.606,848.810,822.490,857.035,829.070,0.000,0.000,0
1512340099.611,829.070,838.940,848.810,820.845,0.000,0.000,0
1512340099.615,838.940,838.940,848.810,827.425,0.000,0.000,0
1512340099.620,834.005,847.165,845.520,819.200,0.000,0.000,0
1512340099.624,827.425,845.520,840.585,827.425,0.000,0.000,0
1512340099.629,842.230,827.425,847.165,834.005,0.000,0.000,0
1512340099.633,834.005,838.940,850.455,830.715,0.000,0.000,0
1512340099.638,822.490,847.165,845.520,830.715,0.000,0.000,0
1512340099.642,832.360,840.585,848.810,840.585,0.000,0.000,0
1512340099.647,832.360,847.165,847.165,834.005,0.000,0.000,0
1512340099.651,834.005,838.940,843.875,835.650,0.000,0.000,0
1512340099.656,835.650,848.810,847.165,840.585,0.000,0.000,0
1512340099.660,834.005,852.100,843.875,825.780,0.000,0.000,0
1512340099.665,827.425,858.680,845.520,835.650,0.000,0.000,0
1512340099.669,845.520,842.230,850.455,853.745,0.000,0.000,0
1512340099.674,835.650,837.295,850.455,843.875,0.000,0.000,0
1512340099.678,829.070,845.520,848.810,835.650,0.000,0.000,0
1512340099.683,838.940,842.230,853.745,843.875,0.000,0.000,0
1512340099.688,838.940,845.520,848.810,832.360,0.000,0.000,0
1512340099.692,832.360,843.875,847.165,822.490,0.000,0.000,0
1512340099.697,834.005,845.520,845.520,827.425,0.000,0.000,0
1512340099.701,832.360,848.810,847.165,812.620,0.000,0.000,0
1512340099.706,827.425,863.615,847.165,819.200,0.000,0.000,0
1512340099.710,838.940,845.520,850.455,843.875,0.000,0.000,0
1512340099.715,834.005,845.520,847.165,837.295,0.000,0.000,0
1512340099.719,832.360,832.360,848.810,827.425,0.000,0.000,0
1512340099.724,837.295,842.230,852.100,829.070,0.000,0.000,0
1512340099.728,837.295,847.165,853.745,835.650,0.000,0.000,0
1512340099.733,832.360,861.970,850.455,819.200,0.000,0.000,0
1512340099.737,835.650,852.100,842.230,834.005,0.000,0.000,0
1512340099.742,835.650,842.230,840.585,817.555,0.000,0.000,0
1512340099.746,817.555,850.455,842.230,806.040,0.000,0.000,0
1512340099.751,812.620,842.230,848.810,830.715,0.000,0.000,0
1512340099.755,815.910,842.230,853.745,820.845,0.000,0.000,0
1512340099.760,806.040,850.455,850.455,815.910,0.000,0.000,0
1512340099.765,817.555,838.940,843.875,832.360,0.000,0.000,0
1512340099.769,812.620,855.390,847.165,810.975,0.000,0.000,0
1512340099.774,807.685,861.970,845.520,822.490,0.000,0.000,0
1512340099.778,814.265,850.455,848.810,830.715,0.000,0.000,0
1512340099.783,817.555,847.165,848.810,829.070,0.000,0.000,0
1512340099.787,825.780,837.295,848.810,850.455,0.000,0.000,0
1512340099.792,824.135,848.810,843.875,829.070,0.000,0.000,0
1512340099.796,835.650,832.360,848.810,835.650,0.000,0.000,0
1512340099.801,832.360,848.810,853.745,835.650,0.000,0.000,0
1512340099.805,824.135,852.100,848.810,829.070,0.000,0.000,0
1512340099.810,830.715,838.940,852.100,835.650,0.000,0.000,0
1512340099.814,837.295,853.745,850.455,838.940,0.000,0.000,0
1512340099.819,848.810,850.455,855.390,840.585,0.000,0.000,0
1512340099.823,832.360,845.520,848.810,824.135,0.000,0.000,0
1512340099.828,825.780,852.100,848.810,827.425,0.000,0.000,0
1512340099.832,822.490,834.005,847.165,827.425,0.000,0.000,0
1512340099.837,820.845,843.875,838.940,819.200,0.000,0.000,0
1512340099.842,842.230,834.005,850.455,829.070,0.000,0.000,0
1512340099.846,838.940,840.585,848.810,829.070,0.000,0.000,0
1512340099.851,832.360,832.360,847.165,824.135,0.000,0.000,0
1512340099.855,824.135,835.650,843.875,817.555,0.000,0.000,0
1512340099.860,827.425,829.070,850.455,827.425,0.000,0.000,0
1512340099.864,830.715,842.230,850.455,820.845,0.000,0.000,0
1512340099.869,827.425,850.455,848.810,820.845,0.000,0.000,0
1512340099.873,830.715,845.520,853.745,835.650,0.000,0.000,0
1512340099.878,829.070,853.745,850.455,838.940,0.000,0.000,0
1512340099.882,824.135,847.165,845.520,834.005,0.000,0.000,0
1512340099.887,847.165,822.490,850.455,840.585,0.000,0.000,0
1512340099.891,842.230,837.295,850.455,829.070,0.000,0.000,0
1512340099.896,840.585,840.585,847.165,830.715,0.000,0.000,0
1512340099.900,834.005,825.780,848.810,838.940,0.000,0.000,0
1512340099.905,829.070,837.295,850.455,825.780,0.000,0.000,0
1512340099.909,837.295,845.520,853.745,827.425,0.000,0.000,0
1512340099.914,837.295,827.425,847.165,829.070,0.000,0.000,0
1512340099.919,827.425,845.520,847.165,820.845,0.000,0.000,0
1512340099.923,827.425,843.875,840.585,830.715,0.000,0.000,0
1512340099.928,835.650,830.715,845.520,835.650,0.000,0.000,0
1512340099.932,827.425,837.295,853.745,832.360,0.000,0.000,0
1512340099.937,824.135,843.875,852.100,825.780,0.000,0.000,0
1512340099.941,825.780,840.585,848.810,825.780,0.000,0.000,0
1512340099.946,822.490,838.940,848.810,822.490,0.000,0.000,0
1512340099.950,834.005,840.585,848.810,822.490,0.000,0.000,0
1512340099.955,829.070,840.585,845.520,834.005,0.000,0.000,0
1512340099.959,834.005,832.360,848.810,838.940,0.000,0.000,0
1512340099.964,832.360,842.230,848.810,825.780,0.000,0.000,0
1512340099.968,838.940,838.940,850.455,847.165,0.000,0.000,0
1512340099.973,838.940,834.005,852.100,829.070,0.000,0.000,0
1512340099.977,827.425,848.810,842.230,810.975,0.000,0.000,0
1512340099.982,830.715,852.100,843.875,820.845,0.000,0.000,0
1512340099.986,834.005,838.940,845.520,835.650,0.000,0.000,0
1512340099.991,830.715,838.940,848.810,837.295,0.000,0.000,0
1512340099.996,832.360,830.715,855.390,843.875,0.000,0.000,0
1512340100.000,835.650,825.780,855.390,830.715,0.000,0.000,0
1512340100.005,824.135,832.360,850.455,815.910,0.000,0.000,0
1512340100.009,827.425,840.585,848.810,829.070,0.000,0.000,0
1512340100.014,822.490,838.940,847.165,837.295,0.000,0.000,0
1512340100.018,817.555,837.295,843.875,815.910,0.000,0.000,0
1512340100.023,827.425,838.940,848.810,822.490,0.000,0.000,0
1512340100.027,834.005,842.230,852.100,825.780,0.000,0.000,0
1512340100.032,834.005,843.875,852.100,837.295,0.000,0.000,0
1512340100.036,835.650,835.650,855.390,848.810,0.000,0.000,0
1512340100.041,825.780,837.295,853.745,829.070,0.000,0.000,0
1512340100.045,824.135,837.295,850.455,824.135,0.000,0.000,0
1512340100.050,832.360,834.005,848.810,825.780,0.000,0.000,0
1512340100.054,832.360,847.165,847.165,827.425,0.000,0.000,0
1512340100.059,843.875,842.230,848.810,842.230,0.000,0.000,0
1512340100.063,840.585,837.295,850.455,834.005,0.000,0.000,0
1512340100.068,834.005,840.585,847.165,830.715,0.000,0.000,0
1512340100.073,830.715,837.295,845.520,829.070,0.000,0.000,0
1512340100.077,822.490,825.780,843.875,829.070,0.000,0.000,0
1512340100.082,832.360,829.070,850.455,843.875,0.000,0.000,0
1512340100.086,848.810,820.845,860.325,871.840,0.000,0.000,0
1512340100.091,838.940,840.585,855.390,848.810,0.000,0.000,0
1512340100.095,824.135,852.100,842.230,817.555,0.000,0.000,0
1512340100.100,822.490,843.875,837.295,809.330,0.000,0.000,0
1512340100.104,814.265,848.810,835.650,804.395,0.000,0.000,0
1512340100.109,830.715,838.940,842.230,824.135,0.000,0.000,0
1512340100.113,832.360,842.230,842.230,830.715,0.000,0.000,0
1512340100.118,830.715,847.165,840.585,825.780,0.000,0.000,0
1512340100.122,830.715,825.780,843.875,810.975,0.000,0.000,0
1512340100.127,827.425,837.295,840.585,802.750,0.000,0.000,0
1512340100.131,834.005,837.295,845.520,814.265,0.000,0.000,0
1512340100.136,822.490,845.520,837.295,804.395,0.000,0.000,0
1512340100.140,820.845,840.585,842.230,834.005,0.000,0.000,0
1512340100.145,825.780,830.715,847.165,819.200,0.000,0.000,0
1512340100.150,829.070,838.940,842.230,812.620,0.000,0.000,0
1512340100.154,832.360,842.230,840.585,824.135,0.000,0.000,0
1512340100.159,838.940,837.295,842.230,830.715,0.000,0.000,0
1512340100.163,838.940,832.360,845.520,829.070,0.000,0.000,0
1512340100.168,835.650,835.650,845.520,830.715,0.000,0.000,0
1512340100.172,837.295,838.940,834.005,820.845,0.000,0.000,0
1512340100.177,829.070,832.360,837.295,829.070,0.000,0.000,0
1512340100.181,829.070,837.295,842.230,832.360,0.000,0.000,0
1512340100.186,838.940,825.780,848.810,835.650,0.000,0.000,0
1512340100.190,835.650,840.585,847.165,817.555,0.000,0.000,0
1512340100.195,843.875,832.360,842.230,840.585,0.000,0.000,0
