,0,1
0,[3],1512340288.707417
1,[1],1512340292.549105
2,[1],1512340293.170301
3,[1],1512340293.784309
4,[1],1512340294.376461
5,[1],1512340295.000786
6,[1],1512340295.586176
7,[1],1512340296.17781
8,[1],1512340296.873066
9,[1],1512340297.467276
10,[1],1512340298.008623
11,[1],1512340298.689196
12,[1],1512340299.279277
13,[1],1512340299.8875
14,[1],1512340300.393184
15,[2],1512340301.000076
16,[1],1512340301.62184
17,[1],1512340302.200363
18,[1],1512340302.767001
19,[1],1512340303.422317
20,[2],1512340304.023407
21,[1],1512340304.615065
22,[1],1512340305.230509
23,[2],1512340305.829275
24,[1],1512340306.516212
25,[2],1512340307.209963
26,[1],1512340307.89587
27,[1],1512340308.400967
28,[1],1512340308.915551
29,[1],1512340309.567749
30,[1],1512340310.221791
31,[1],1512340310.84371
32,[1],1512340311.430005
33,[1],1512340311.989314
34,[2],1512340312.576635
35,[1],1512340313.120778
36,[1],1512340313.672388
37,[1],1512340314.199103
38,[1],1512340314.798712
39,[1],1512340315.395132
40,[2],1512340316.013173
41,[1],1512340316.613808
42,[1],1512340317.286516
43,[1],1512340317.879953
44,[1],1512340318.396131
45,[2],1512340318.945572
46,[1],1512340319.592844
47,[1],1512340320.130152
48,[1],1512340320.757203
49,[1],1512340321.430592
50,[1],1512340322.096689
51,[1],1512340322.627991
52,[1],1512340323.235496
53,[1],1512340323.740411
54,[2],1512340324.266981
55,[2],1512340324.921166
56,[1],1512340325.563812
57,[1],1512340326.218163
58,[1],1512340326.779424
59,[1],1512340327.295049
60,[2],1512340327.949043
61,[1],1512340328.473869
62,[2],1512340329.042057
63,[1],1512340329.629045
64,[2],1512340330.301987
65,[2],1512340330.910008
66,[1],1512340331.454346
67,[1],1512340331.981085
68,[2],1512340332.540147
69,[1],1512340333.079495
70,[1],1512340333.652366
71,[1],1512340334.284097
72,[1],1512340334.938369
73,[2],1512340335.526465
74,[1],1512340336.074918
75,[1],1512340336.687494
76,[1],1512340337.341878
77,[1],1512340338.014937
78,[1],1512340338.684242
79,[1],1512340339.247507
80,[1],1512340339.788117
81,[1],1512340340.44346
82,[1],1512340340.990285
83,[1],1512340341.618612
84,[1],1512340342.224333
85,[1],1512340342.857977
86,[1],1512340343.364533
87,[1],1512340343.950227
88,[1],1512340344.522763
89,[1],1512340345.026033
90,[1],1512340345.590231
91,[2],1512340346.230453
92,[1],1512340346.840167
93,[1],1512340347.527209
94,[1],1512340348.14389
95,[1],1512340348.744526
96,[1],1512340349.374814
97,[2],1512340349.952764
98,[1],1512340350.603426
99,[1],1512340351.222619
100,[1],1512340351.77994
101,[1],1512340352.332223
102,[1],1512340352.90401
103,[1],1512340353.584816
104,[2],1512340354.190665
105,[1],1512340354.760959
106,[1],1512340355.440221
107,[1],1512340356.090193
108,[1],1512340356.664965
109,[1],1512340357.278542
110,[2],1512340357.901462
111,[2],1512340358.541534
112,[1],1512340359.149499
113,[2],1512340359.768719
114,[1],1512340360.316278
115,[1],1512340360.936462
116,[1],1512340361.606479
117,[1],1512340362.241321
118,[1],1512340362.813799
119,[2],1512340363.434515
120,[1],1512340363.984996
121,[1],1512340364.675707
122,[1],1512340365.308541
123,[1],1512340365.938312
124,[1],1512340366.489964
125,[1],1512340367.180516
126,[1],1512340367.874807
127,[1],1512340368.390683
128,[1],1512340369.093114
129,[2],1512340369.725831
130,[1],1512340370.341746
131,[1],1512340370.982842
132,[1],1512340371.60141
133,[1],1512340372.288964
134,[1],1512340372.918581
135,[2],1512340373.447852
136,[1],1512340374.088331
137,[1],1512340374.756141
138,[1],1512340375.342258
139,[1],1512340375.893612
140,[1],1512340376.47419
141,[1],1512340377.088366
142,[1],1512340377.739988
143,[1],1512340378.397301
144,[2],1512340378.993566
145,[1],1512340379.673657
146,[1],1512340380.222747
147,[1],1512340380.866063
148,[1],1512340381.370761
149,[1],1512340382.019296
150,[1],1512340382.52588
151,[1],1512340383.049111
152,[1],1512340383.649146
153,[2],1512340384.241976
154,[1],1512340384.886387
155,[1],1512340385.466375
156,[1],1512340386.041107
157,[1],1512340386.577672
158,[1],1512340387.182223
159,[2],1512340387.831605
160,[1],1512340388.525604
161,[1],1512340389.216446
162,[1],1512340389.794434
163,[1],1512340390.328783
164,[1],1512340390.89401
165,[1],1512340391.415201
166,[1],1512340391.993944
167,[1],1512340392.685975
168,[2],1512340393.296949
169,[1],1512340393.864779
170,[1],1512340394.39284
171,[1],1512340394.913511
172,[1],1512340395.452514
173,[1],1512340396.132727
174,[1],1512340396.736473
175,[1],1512340397.293437
176,[2],1512340397.956479
177,[1],1512340398.620606
178,[1],1512340399.142372
179,[1],1512340399.786611
180,[1],1512340400.397932
181,[1],1512340400.985575
182,[1],1512340401.525439
183,[2],1512340402.208314
184,[1],1512340402.841034
185,[2],1512340403.447274
186,[2],1512340404.148506
187,[2],1512340404.756484
188,[1],1512340405.410833
189,[2],1512340405.995116
190,[1],1512340406.637402
191,[1],1512340407.299257
192,[1],1512340407.902408
193,[1],1512340408.45724
194,[2],1512340409.139481
195,[3],1512340411.340826
