timestamps,TP9,FP1,FP2,TP10,n/a,n/a
1509076595.753,872.731,822.696,847.987,864.780,0.000,0.000
1509076595.753,865.054,821.051,844.492,864.506,0.000,0.000
1509076595.753,854.636,823.244,844.218,851.894,0.000,0.000
1509076595.753,842.230,823.176,847.233,837.432,0.000,0.000
1509076595.753,839.009,824.409,845.794,838.666,0.000,0.000
1509076595.753,837.569,822.010,845.246,839.831,0.000,0.000
1509076595.772,843.669,822.010,845.657,841.750,0.000,0.000
1509076595.772,848.878,824.546,848.536,851.757,0.000,0.000
1509076595.772,858.680,826.054,846.754,864.574,0.000,0.000
1509076595.772,862.244,830.715,848.056,861.284,0.000,0.000
1509076595.772,859.297,831.263,847.850,858.063,0.000,0.000
1509076595.772,842.915,830.647,849.906,844.766,0.000,0.000
1509076595.772,843.669,828.933,846.342,842.436,0.000,0.000
1509076595.772,834.622,823.176,844.560,833.114,0.000,0.000
1509076595.772,826.191,816.801,845.520,832.292,0.000,0.000
1509076595.787,829.824,817.692,847.987,836.061,0.000,0.000
1509076595.787,840.174,823.039,848.947,840.585,0.000,0.000
1509076595.787,845.314,827.905,849.153,852.168,0.000,0.000
1509076595.787,847.987,831.400,849.564,857.240,0.000,0.000
1509076595.787,862.038,828.590,850.935,865.877,0.000,0.000
1509076595.787,860.051,814.128,854.156,860.805,0.000,0.000
1509076595.787,851.277,804.395,852.717,858.406,0.000,0.000
1509076595.787,845.246,809.604,850.866,842.641,0.000,0.000
1509076595.806,841.133,814.951,848.673,827.973,0.000,0.000
1509076595.806,837.158,817.555,848.330,827.836,0.000,0.000
1509076595.806,845.657,823.176,846.754,842.915,0.000,0.000
1509076595.806,849.084,830.647,849.701,842.710,0.000,0.000
1509076595.806,841.887,835.513,851.963,841.065,0.000,0.000
1509076595.806,843.052,841.065,854.088,844.081,0.000,0.000
1509076595.806,863.957,841.270,852.100,859.434,0.000,0.000
1509076595.806,873.553,837.980,850.592,862.381,0.000,0.000
1509076595.806,862.381,832.154,849.427,856.898,0.000,0.000
1509076595.821,849.084,829.276,846.274,837.295,0.000,0.000
1509076595.821,839.146,825.095,844.492,824.615,0.000,0.000
1509076595.821,841.133,822.216,844.218,832.977,0.000,0.000
1509076595.821,836.130,820.708,843.532,832.429,0.000,0.000
1509076595.821,837.089,818.172,845.451,831.058,0.000,0.000
1509076595.821,839.214,812.552,848.193,837.158,0.000,0.000
1509076595.821,848.878,809.604,850.249,851.620,0.000,0.000
1509076595.821,860.667,814.197,851.552,856.144,0.000,0.000
1509076595.837,864.094,820.571,851.209,852.100,0.000,0.000
1509076595.837,855.458,821.325,850.249,848.810,0.000,0.000
1509076595.837,853.539,817.075,845.040,842.847,0.000,0.000
1509076595.837,847.370,815.362,845.794,834.074,0.000,0.000
1509076595.837,832.634,814.814,849.838,826.054,0.000,0.000
1509076595.837,835.856,818.652,850.935,829.276,0.000,0.000
1509076595.837,849.495,825.986,847.508,837.501,0.000,0.000
1509076595.837,844.423,833.868,847.096,844.081,0.000,0.000
1509076595.855,846.274,833.320,848.056,856.144,0.000,0.000
1509076595.855,857.789,831.880,851.346,860.393,0.000,0.000
1509076595.855,868.138,826.466,847.782,861.970,0.000,0.000
1509076595.855,854.499,826.945,850.798,853.471,0.000,0.000
1509076595.855,838.186,831.538,846.959,835.239,0.000,0.000
1509076595.855,825.849,833.799,846.274,817.624,0.000,0.000
1509076595.855,830.647,825.917,845.520,826.260,0.000,0.000
1509076595.855,834.348,824.272,847.096,829.893,0.000,0.000
1509076595.855,838.529,826.260,849.153,834.074,0.000,0.000
1509076595.871,836.267,826.123,849.906,843.190,0.000,0.000
1509076595.871,842.161,818.995,850.455,851.963,0.000,0.000
1509076595.871,859.091,806.383,847.370,864.780,0.000,0.000
1509076595.871,861.284,807.343,848.330,859.639,0.000,0.000
1509076595.871,849.975,813.991,851.757,846.205,0.000,0.000
1509076595.871,845.109,820.228,848.399,834.416,0.000,0.000
1509076595.871,839.968,821.256,846.959,830.098,0.000,0.000
1509076595.871,838.940,820.845,847.576,835.856,0.000,0.000
1509076595.887,842.573,822.422,848.878,844.423,0.000,0.000
1509076595.887,846.479,823.998,848.124,850.660,0.000,0.000
1509076595.887,849.084,819.817,847.576,857.446,0.000,0.000
1509076595.887,856.212,824.478,849.016,863.409,0.000,0.000
1509076595.887,864.300,830.647,852.511,859.913,0.000,0.000
1509076595.887,866.288,833.045,853.676,859.776,0.000,0.000
1509076595.887,859.571,828.933,849.427,860.942,0.000,0.000
1509076595.887,849.632,827.151,846.274,843.121,0.000,0.000
1509076595.905,842.230,826.466,847.850,831.538,0.000,0.000
1509076595.905,838.460,823.861,850.112,831.880,0.000,0.000
1509076595.905,840.585,822.422,848.330,844.492,0.000,0.000
1509076595.905,836.747,824.889,848.810,841.545,0.000,0.000
1509076595.905,833.457,825.369,850.935,845.520,0.000,0.000
1509076595.905,841.065,824.135,853.813,851.620,0.000,0.000
1509076595.905,858.337,818.309,853.128,860.805,0.000,0.000
1509076595.905,862.449,812.552,852.717,857.926,0.000,0.000
1509076595.905,853.950,806.177,852.305,854.293,0.000,0.000
1509076595.927,847.645,796.102,849.427,842.847,0.000,0.000
1509076595.927,846.274,800.489,851.140,837.706,0.000,0.000
1509076595.927,847.233,812.141,850.592,842.915,0.000,0.000
1509076595.927,843.258,820.845,852.237,840.928,0.000,0.000
1509076595.927,841.133,831.332,854.704,838.940,0.000,0.000
1509076595.927,840.379,835.170,854.430,850.386,0.000,0.000
1509076595.927,846.068,835.239,854.499,859.502,0.000,0.000
1509076595.927,857.309,832.292,853.471,861.901,0.000,0.000
1509076595.937,860.119,827.151,853.471,859.091,0.000,0.000
1509076595.937,856.075,823.587,849.427,858.817,0.000,0.000
1509076595.937,847.919,821.531,846.068,840.791,0.000,0.000
1509076595.937,832.908,823.792,847.987,822.079,0.000,0.000
1509076595.937,823.861,825.643,850.181,819.406,0.000,0.000
1509076595.937,829.893,820.503,846.068,835.033,0.000,0.000
1509076595.937,833.936,812.963,847.233,836.747,0.000,0.000
1509076595.937,836.404,814.128,850.660,841.682,0.000,0.000
1509076595.955,849.016,820.091,852.785,850.935,0.000,0.000
1509076595.955,861.764,824.546,854.773,857.446,0.000,0.000
1509076595.955,870.057,823.998,850.798,865.397,0.000,0.000
1509076595.955,864.711,820.160,851.894,860.667,0.000,0.000
1509076595.955,852.785,821.599,851.826,842.573,0.000,0.000
1509076595.955,837.364,825.163,851.414,829.002,0.000,0.000
1509076595.955,836.747,818.857,847.508,835.787,0.000,0.000
1509076595.955,839.488,820.708,846.205,840.996,0.000,0.000
1509076595.955,846.891,828.453,845.451,843.532,0.000,0.000
1509076595.970,847.713,829.207,846.411,853.539,0.000,0.000
1509076595.970,854.293,830.578,848.947,862.175,0.000,0.000
1509076595.970,868.687,827.631,846.274,866.630,0.000,0.000
1509076595.970,870.400,830.852,849.701,858.406,0.000,0.000
1509076595.970,861.627,828.796,851.963,851.140,0.000,0.000
1509076595.970,857.103,825.712,849.427,839.351,0.000,0.000
1509076595.970,845.726,821.051,848.810,834.759,0.000,0.000
1509076595.990,837.638,822.901,849.769,836.610,0.000,0.000
1509076595.990,839.214,828.522,850.935,842.436,0.000,0.000
1509076595.990,846.411,828.727,848.330,851.826,0.000,0.000
1509076595.990,839.351,827.494,850.044,854.293,0.000,0.000
1509076595.990,846.000,822.490,848.604,862.381,0.000,0.000
1509076595.990,853.950,827.768,852.374,854.430,0.000,0.000
1509076595.990,861.147,826.191,851.140,857.652,0.000,0.000
1509076595.990,848.673,820.777,848.467,857.789,0.000,0.000
1509076595.990,837.912,821.531,843.258,841.545,0.000,0.000
1509076595.990,829.070,822.970,840.928,826.603,0.000,0.000
1509076596.004,830.715,825.986,844.286,829.344,0.000,0.000
1509076596.004,833.183,822.422,845.931,836.610,0.000,0.000
1509076596.004,845.657,822.353,845.040,850.318,0.000,0.000
1509076596.004,843.052,817.213,848.947,856.829,0.000,0.000
1509076596.004,852.237,814.334,850.181,862.861,0.000,0.000
1509076596.004,862.518,821.873,852.305,861.764,0.000,0.000
1509076596.004,866.219,825.232,851.277,856.761,0.000,0.000
1509076596.024,860.188,822.490,849.084,848.878,0.000,0.000
1509076596.024,854.910,815.499,849.221,837.980,0.000,0.000
1509076596.024,845.520,817.487,847.096,840.037,0.000,0.000
1509076596.024,829.481,817.144,850.112,836.198,0.000,0.000
1509076596.024,829.207,816.801,849.632,832.223,0.000,0.000
1509076596.024,835.102,823.861,853.745,822.901,0.000,0.000
1509076596.024,847.645,819.680,850.866,839.694,0.000,0.000
1509076596.024,858.063,817.281,850.249,851.003,0.000,0.000
1509076596.024,865.602,826.534,849.701,854.841,0.000,0.000
1509076596.037,866.562,832.154,850.592,853.471,0.000,0.000
1509076596.037,853.608,831.538,850.798,848.330,0.000,0.000
1509076596.037,843.738,828.042,846.822,835.993,0.000,0.000
1509076596.037,841.065,826.328,841.476,834.965,0.000,0.000
1509076596.037,833.045,825.986,842.915,829.550,0.000,0.000
1509076596.037,835.856,824.958,843.052,836.747,0.000,0.000
1509076596.037,844.218,826.808,847.233,841.682,0.000,0.000
1509076596.037,847.233,824.615,850.318,855.116,0.000,0.000
1509076596.077,853.539,819.954,851.552,867.247,0.000,0.000
1509076596.078,858.474,811.935,850.386,868.207,0.000,0.000
1509076596.078,866.151,813.511,850.318,874.787,0.000,0.000
1509076596.078,857.994,820.228,854.979,868.618,0.000,0.000
1509076596.078,851.346,826.671,856.486,849.975,0.000,0.000
1509076596.078,838.049,829.755,856.692,830.989,0.000,0.000
1509076596.078,831.195,825.917,851.757,840.791,0.000,0.000
1509076596.078,825.506,816.938,850.112,844.012,0.000,0.000
1509076596.078,834.553,818.652,850.523,848.262,0.000,0.000
1509076596.080,841.613,813.991,851.689,859.639,0.000,0.000
1509076596.080,852.991,811.112,853.676,867.179,0.000,0.000
1509076596.080,869.989,815.293,852.648,874.855,0.000,0.000
1509076596.080,864.506,818.789,853.882,871.154,0.000,0.000
1509076596.080,851.346,823.313,853.608,860.530,0.000,0.000
1509076596.080,848.536,823.792,850.660,846.000,0.000,0.000
1509076596.080,840.516,824.821,848.399,840.037,0.000,0.000
1509076596.090,836.404,825.575,848.330,841.750,0.000,0.000
1509076596.090,837.706,825.712,848.124,839.214,0.000,0.000
1509076596.090,847.919,823.724,849.427,839.762,0.000,0.000
1509076596.090,849.153,819.611,852.374,849.358,0.000,0.000
1509076596.090,850.935,825.575,853.882,853.196,0.000,0.000
1509076596.090,857.857,832.086,853.059,855.321,0.000,0.000
1509076596.090,861.696,830.441,851.483,859.022,0.000,0.000
1509076596.090,849.153,824.272,851.072,854.979,0.000,0.000
1509076596.090,840.996,820.982,850.455,836.267,0.000,0.000
1509076596.090,833.594,812.552,848.947,822.422,0.000,0.000
1509076596.104,831.880,811.524,853.059,822.970,0.000,0.000
1509076596.104,832.497,815.705,853.265,831.058,0.000,0.000
1509076596.104,840.379,820.571,850.798,845.726,0.000,0.000
1509076596.104,830.784,822.147,851.689,845.657,0.000,0.000
1509076596.104,836.952,819.063,850.386,849.358,0.000,0.000
1509076596.104,848.810,819.132,851.963,848.673,0.000,0.000
1509076596.104,852.580,825.986,853.128,851.414,0.000,0.000
1509076596.123,843.532,828.453,852.922,848.810,0.000,0.000
1509076596.123,841.202,829.824,850.660,839.077,0.000,0.000
1509076596.123,839.968,827.288,846.891,838.666,0.000,0.000
1509076596.123,830.921,823.381,847.645,831.743,0.000,0.000
1509076596.123,831.675,814.814,847.508,836.610,0.000,0.000
1509076596.123,835.924,819.132,851.483,836.335,0.000,0.000
1509076596.124,844.286,818.926,849.084,852.922,0.000,0.000
1509076596.124,850.386,818.720,848.810,858.543,0.000,0.000
1509076596.124,859.160,815.910,847.508,860.119,0.000,0.000
1509076596.124,860.393,815.705,849.427,854.636,0.000,0.000
1509076596.136,856.761,821.668,850.112,845.109,0.000,0.000
1509076596.136,850.660,830.852,844.081,827.973,0.000,0.000
1509076596.136,846.068,834.142,839.625,830.030,0.000,0.000
1509076596.136,836.541,831.675,842.641,826.808,0.000,0.000
1509076596.136,831.880,828.385,844.081,826.260,0.000,0.000
1509076596.136,832.154,819.200,846.000,826.397,0.000,0.000
1509076596.136,833.388,817.487,847.233,838.392,0.000,0.000
1509076596.153,843.875,822.764,847.028,848.262,0.000,0.000
1509076596.153,857.240,827.014,844.355,857.446,0.000,0.000
1509076596.153,856.281,827.014,844.081,853.882,0.000,0.000
1509076596.153,844.972,825.232,846.891,849.221,0.000,0.000
1509076596.153,832.360,827.699,850.112,827.768,0.000,0.000
1509076596.153,828.590,829.961,847.576,825.437,0.000,0.000
1509076596.153,826.740,829.207,842.230,831.743,0.000,0.000
1509076596.153,826.877,828.727,841.887,834.142,0.000,0.000
1509076596.172,833.594,822.147,841.682,840.722,0.000,0.000
1509076596.172,838.049,811.044,845.040,854.499,0.000,0.000
1509076596.172,852.305,804.190,845.383,868.618,0.000,0.000
1509076596.172,859.228,809.536,847.302,865.602,0.000,0.000
1509076596.172,859.639,815.293,846.685,857.240,0.000,0.000
1509076596.172,847.028,824.478,849.495,847.439,0.000,0.000
1509076596.172,846.000,827.288,844.834,845.177,0.000,0.000
1509076596.172,834.690,825.780,842.230,838.255,0.000,0.000
1509076596.172,830.989,825.780,841.956,839.968,0.000,0.000
1509076596.186,833.183,830.030,843.806,843.532,0.000,0.000
1509076596.186,836.061,833.320,844.766,849.016,0.000,0.000
1509076596.186,839.488,828.179,845.588,861.833,0.000,0.000
1509076596.186,849.221,817.144,846.068,862.381,0.000,0.000
1509076596.186,861.764,805.835,848.193,863.752,0.000,0.000
1509076596.186,857.309,812.415,851.689,859.913,0.000,0.000
1509076596.186,845.657,819.749,849.632,854.430,0.000,0.000
1509076596.207,837.021,825.095,846.548,837.638,0.000,0.000
1509076596.207,829.893,828.248,844.560,827.562,0.000,0.000
1509076596.207,830.852,829.344,843.121,833.731,0.000,0.000
1509076596.207,831.263,829.139,845.588,832.429,0.000,0.000
1509076596.207,840.859,829.276,846.205,837.706,0.000,0.000
1509076596.207,836.541,827.082,849.975,835.239,0.000,0.000
1509076596.207,854.088,821.668,848.056,849.221,0.000,0.000
1509076596.207,870.057,818.720,845.588,856.212,0.000,0.000
1509076596.207,868.481,820.845,844.218,855.801,0.000,0.000
1509076596.207,856.624,820.982,844.697,852.854,0.000,0.000
1509076596.207,848.399,823.587,843.738,835.376,0.000,0.000
1509076596.218,836.267,827.836,844.834,821.805,0.000,0.000
1509076596.218,831.126,828.453,844.218,819.817,0.000,0.000
1509076596.218,837.569,829.139,840.516,826.054,0.000,0.000
1509076596.218,842.984,832.360,842.093,825.163,0.000,0.000
1509076596.218,844.697,830.784,846.342,837.364,0.000,0.000
1509076596.218,851.552,825.506,848.399,848.193,0.000,0.000
1509076596.238,859.845,826.945,847.028,852.374,0.000,0.000
1509076596.238,858.954,825.849,843.121,850.044,0.000,0.000
1509076596.238,847.233,812.209,838.529,845.383,0.000,0.000
1509076596.238,839.557,812.278,838.803,833.388,0.000,0.000
1509076596.238,827.425,818.652,844.629,819.954,0.000,0.000
1509076596.238,832.154,821.256,847.439,829.413,0.000,0.000
1509076596.238,838.529,819.749,846.959,838.323,0.000,0.000
1509076596.238,846.411,824.135,846.411,839.420,0.000,0.000
1509076596.238,850.935,828.796,848.056,849.427,0.000,0.000
1509076596.238,862.244,825.506,848.193,857.309,0.000,0.000
1509076596.253,872.456,831.469,847.233,860.051,0.000,0.000
1509076596.253,873.416,839.968,849.632,864.026,0.000,0.000
1509076596.253,860.736,837.432,845.931,860.873,0.000,0.000
1509076596.253,851.757,837.569,844.697,837.980,0.000,0.000
1509076596.253,838.803,836.335,847.439,826.054,0.000,0.000
1509076596.253,834.553,829.413,845.314,829.413,0.000,0.000
1509076596.253,840.448,823.176,844.972,831.538,0.000,0.000
1509076596.272,850.523,818.446,845.794,837.706,0.000,0.000
1509076596.272,849.221,815.430,845.040,846.685,0.000,0.000
1509076596.272,861.147,817.555,843.052,855.938,0.000,0.000
1509076596.272,862.587,822.079,845.863,852.443,0.000,0.000
1509076596.272,852.854,824.272,845.451,848.741,0.000,0.000
1509076596.272,842.915,826.740,845.931,844.081,0.000,0.000
1509076596.272,844.218,824.204,844.012,834.759,0.000,0.000
1509076596.272,841.407,816.664,844.149,833.457,0.000,0.000
1509076596.272,838.871,809.330,846.000,839.625,0.000,0.000
1509076596.293,842.504,814.334,845.383,843.258,0.000,0.000
1509076596.293,847.508,822.764,844.972,846.137,0.000,0.000
1509076596.293,851.620,825.575,845.177,857.789,0.000,0.000
1509076596.293,857.789,830.304,847.987,861.284,0.000,0.000
1509076596.293,867.247,833.799,847.850,868.275,0.000,0.000
1509076596.293,852.031,835.239,847.987,857.583,0.000,0.000
1509076596.293,842.436,826.740,846.754,852.168,0.000,0.000
1509076596.306,840.996,815.293,845.177,842.161,0.000,0.000
1509076596.306,825.575,816.390,845.314,831.195,0.000,0.000
1509076596.306,824.958,817.624,845.863,832.977,0.000,0.000
1509076596.306,824.958,818.720,845.451,830.509,0.000,0.000
1509076596.306,825.506,822.627,846.548,832.086,0.000,0.000
1509076596.306,831.332,820.023,843.669,849.975,0.000,0.000
1509076596.306,838.117,822.559,844.766,852.854,0.000,0.000
1509076596.306,842.641,828.453,849.221,849.358,0.000,0.000
1509076596.306,840.791,830.647,852.854,845.726,0.000,0.000
1509076596.306,831.880,827.699,851.414,838.734,0.000,0.000
1509076596.320,832.292,831.263,850.386,826.328,0.000,0.000
1509076596.320,828.316,826.877,848.193,822.764,0.000,0.000
1509076596.320,829.687,820.845,845.520,828.590,0.000,0.000
1509076596.320,836.130,820.708,843.738,827.836,0.000,0.000
1509076596.320,846.137,816.116,843.601,830.304,0.000,0.000
1509076596.320,841.339,812.757,845.451,839.009,0.000,0.000
1509076596.320,845.383,817.555,845.383,846.685,0.000,0.000
1509076596.338,858.680,822.627,845.588,850.249,0.000,0.000
1509076596.338,864.094,827.768,847.233,850.386,0.000,0.000
1509076596.338,863.135,832.840,845.109,851.894,0.000,0.000
1509076596.338,852.511,836.473,846.479,831.263,0.000,0.000
1509076596.338,842.024,833.251,844.834,825.506,0.000,0.000
1509076596.338,828.316,832.017,848.399,822.353,0.000,0.000
1509076596.338,843.121,831.675,845.246,834.142,0.000,0.000
1509076596.338,855.664,833.525,844.972,843.601,0.000,0.000
1509076596.338,857.926,830.784,849.632,858.817,0.000,0.000
1509076596.355,865.602,830.852,851.003,868.413,0.000,0.000
1509076596.355,872.868,832.771,851.346,872.731,0.000,0.000
1509076596.355,872.319,827.014,852.580,874.444,0.000,0.000
1509076596.355,865.602,825.232,849.153,870.126,0.000,0.000
1509076596.355,852.443,829.413,849.084,848.124,0.000,0.000
1509076596.355,837.706,823.998,851.483,838.323,0.000,0.000
1509076596.355,835.102,818.515,849.701,843.121,0.000,0.000
1509076596.355,836.747,819.406,848.399,842.504,0.000,0.000
1509076596.355,833.457,821.668,846.685,839.488,0.000,0.000
1509076596.373,832.292,824.067,847.439,849.632,0.000,0.000
1509076596.373,847.370,821.188,848.330,855.458,0.000,0.000
1509076596.373,864.232,817.418,846.068,859.297,0.000,0.000
1509076596.373,852.922,813.580,846.068,851.963,0.000,0.000
1509076596.373,829.207,816.321,850.455,843.395,0.000,0.000
1509076596.373,826.191,815.568,849.427,835.102,0.000,0.000
1509076596.395,824.272,812.141,849.564,827.699,0.000,0.000
1509076596.395,829.893,817.829,848.124,832.977,0.000,0.000
1509076596.395,839.214,825.232,844.629,845.040,0.000,0.000
1509076596.395,841.750,828.864,846.411,845.863,0.000,0.000
1509076596.395,833.320,829.824,852.785,843.258,0.000,0.000
1509076596.395,848.741,828.796,850.660,856.281,0.000,0.000
1509076596.395,853.334,831.743,850.112,854.293,0.000,0.000
1509076596.395,849.975,832.429,849.084,852.648,0.000,0.000
1509076596.395,842.093,829.755,849.632,846.068,0.000,0.000
1509076596.395,842.710,825.986,846.342,831.606,0.000,0.000
1509076596.395,840.448,825.026,845.794,828.316,0.000,0.000
1509076596.395,834.622,824.478,846.754,829.824,0.000,0.000
1509076596.402,834.416,814.951,847.096,832.908,0.000,0.000
1509076596.402,838.392,805.972,847.713,836.061,0.000,0.000
1509076596.402,837.638,814.882,849.290,845.931,0.000,0.000
1509076596.402,840.996,823.381,849.084,849.838,0.000,0.000
1509076596.426,853.676,820.914,846.205,860.256,0.000,0.000
1509076596.426,844.903,820.297,850.181,855.184,0.000,0.000
1509076596.426,829.002,815.293,852.100,841.065,0.000,0.000
1509076596.426,829.893,810.153,848.673,828.796,0.000,0.000
1509076596.426,825.643,813.100,844.081,827.288,0.000,0.000
1509076596.426,813.100,823.381,849.221,816.459,0.000,0.000
1509076596.426,817.213,831.538,851.003,819.406,0.000,0.000
1509076596.426,823.039,829.139,849.016,829.687,0.000,0.000
1509076596.426,828.864,824.683,846.891,849.016,0.000,0.000
1509076596.426,834.074,820.982,845.588,853.128,0.000,0.000
1509076596.426,840.379,817.007,843.943,854.225,0.000,0.000
1509076596.426,841.819,819.132,846.822,854.910,0.000,0.000
1509076596.426,838.255,817.281,849.290,851.003,0.000,0.000
1509076596.434,835.033,818.926,850.249,840.448,0.000,0.000
1509076596.434,824.546,818.926,849.016,834.279,0.000,0.000
1509076596.434,826.877,820.571,849.084,841.750,0.000,0.000
1509076596.434,834.965,816.116,848.467,847.028,0.000,0.000
1509076596.434,837.364,817.144,851.552,846.479,0.000,0.000
1509076596.456,834.142,818.172,852.031,855.047,0.000,0.000
1509076596.456,845.520,818.857,852.168,861.696,0.000,0.000
1509076596.456,861.627,816.596,850.935,866.630,0.000,0.000
1509076596.456,863.615,820.297,849.084,863.683,0.000,0.000
1509076596.456,844.355,821.805,850.318,844.218,0.000,0.000
1509076596.456,837.295,819.406,847.028,824.409,0.000,0.000
1509076596.456,841.819,818.446,842.984,828.522,0.000,0.000
1509076596.456,839.900,821.599,843.601,837.980,0.000,0.000
1509076596.456,845.246,818.104,845.109,845.931,0.000,0.000
1509076596.456,854.704,812.826,847.233,853.471,0.000,0.000
1509076596.467,856.281,814.745,849.153,861.901,0.000,0.000
1509076596.467,864.711,821.736,848.741,860.119,0.000,0.000
1509076596.467,872.868,827.973,846.342,862.861,0.000,0.000
1509076596.467,864.437,831.332,847.096,858.817,0.000,0.000
1509076596.467,850.318,828.590,847.576,850.455,0.000,0.000
1509076596.467,845.588,825.917,844.560,835.719,0.000,0.000
1509076596.491,843.601,827.357,844.218,835.170,0.000,0.000
1509076596.491,836.267,826.328,845.657,835.924,0.000,0.000
1509076596.491,846.137,824.409,844.218,845.109,0.000,0.000
1509076596.491,847.508,823.244,846.342,847.165,0.000,0.000
1509076596.491,837.569,822.353,849.358,853.196,0.000,0.000
1509076596.491,836.952,824.478,850.523,852.785,0.000,0.000
1509076596.491,849.701,827.768,847.508,859.776,0.000,0.000
1509076596.491,854.979,827.768,846.891,863.546,0.000,0.000
1509076596.491,844.903,823.244,847.096,852.922,0.000,0.000
1509076596.491,837.226,818.720,846.342,835.993,0.000,0.000
1509076596.491,830.098,816.047,846.685,834.074,0.000,0.000
1509076596.491,827.631,812.141,846.068,837.638,0.000,0.000
1509076596.500,834.485,812.141,848.947,840.516,0.000,0.000
1509076596.500,845.863,806.589,849.358,849.495,0.000,0.000
1509076596.500,855.595,804.053,846.411,870.057,0.000,0.000
1509076596.500,862.587,814.471,848.124,873.759,0.000,0.000
1509076596.535,867.110,819.749,848.810,871.565,0.000,0.000
1509076596.535,860.873,818.035,848.124,867.727,0.000,0.000
1509076596.535,850.455,818.446,843.327,852.580,0.000,0.000
1509076596.535,850.181,821.393,838.186,840.654,0.000,0.000
1509076596.535,831.606,824.546,840.105,824.683,0.000,0.000
1509076596.535,820.845,830.647,846.137,823.313,0.000,0.000
1509076596.535,825.849,831.400,849.701,833.731,0.000,0.000
1509076596.535,838.186,832.840,849.838,844.286,0.000,0.000
1509076596.535,849.564,831.195,846.822,862.175,0.000,0.000
1509076596.535,854.293,826.191,845.314,864.369,0.000,0.000
1509076596.535,857.789,823.861,845.520,862.107,0.000,0.000
1509076596.535,855.595,823.655,847.850,860.530,0.000,0.000
1509076596.538,851.209,817.007,848.878,851.689,0.000,0.000
1509076596.538,853.813,814.745,844.697,839.214,0.000,0.000
1509076596.538,843.464,815.430,841.476,835.239,0.000,0.000
1509076596.538,834.211,822.970,844.697,834.416,0.000,0.000
1509076596.538,834.279,826.603,847.028,832.429,0.000,0.000
1509076596.538,842.641,826.466,845.588,835.102,0.000,0.000
1509076596.556,846.274,820.982,846.411,845.451,0.000,0.000
1509076596.556,853.539,811.729,846.617,850.729,0.000,0.000
1509076596.556,866.082,810.153,840.722,854.636,0.000,0.000
1509076596.556,856.829,810.084,839.625,840.654,0.000,0.000
1509076596.556,842.230,812.483,841.133,826.740,0.000,0.000
1509076596.556,839.694,821.668,840.585,820.091,0.000,0.000
1509076596.556,829.139,827.357,843.052,816.801,0.000,0.000
1509076596.556,824.067,829.276,844.012,824.958,0.000,0.000
1509076596.556,825.712,833.594,843.943,828.864,0.000,0.000
1509076596.556,835.993,828.316,846.342,839.351,0.000,0.000
1509076596.570,841.682,820.297,847.370,854.156,0.000,0.000
1509076596.570,854.499,821.668,848.604,858.337,0.000,0.000
1509076596.570,862.861,823.587,846.754,862.792,0.000,0.000
1509076596.570,854.156,823.861,849.153,859.160,0.000,0.000
1509076596.570,842.847,822.627,850.729,850.044,0.000,0.000
1509076596.570,835.376,820.845,849.632,834.211,0.000,0.000
1509076596.570,830.852,814.539,847.233,833.320,0.000,0.000
1509076596.589,833.183,812.141,847.782,838.803,0.000,0.000
1509076596.589,844.012,816.459,847.165,844.423,0.000,0.000
1509076596.589,859.571,822.147,846.274,855.938,0.000,0.000
1509076596.589,853.059,822.422,848.947,859.365,0.000,0.000
1509076596.589,854.225,816.938,844.697,861.147,0.000,0.000
1509076596.589,853.745,820.571,847.713,848.604,0.000,0.000
1509076596.589,862.587,823.107,841.887,850.660,0.000,0.000
1509076596.589,857.377,823.930,839.831,844.903,0.000,0.000
1509076596.589,848.330,827.768,839.694,833.457,0.000,0.000
1509076596.589,834.622,829.481,840.379,829.824,0.000,0.000
1509076596.601,831.469,827.219,840.448,830.784,0.000,0.000
1509076596.601,836.952,823.107,841.270,834.211,0.000,0.000
1509076596.601,851.346,819.611,839.420,847.439,0.000,0.000
1509076596.601,852.511,822.010,839.900,852.922,0.000,0.000
1509076596.601,856.624,821.599,845.314,852.168,0.000,0.000
1509076596.601,862.312,820.777,844.218,854.567,0.000,0.000
1509076596.621,856.761,822.422,843.190,849.975,0.000,0.000
1509076596.621,850.249,824.615,841.819,841.202,0.000,0.000
1509076596.621,853.471,825.849,838.803,833.731,0.000,0.000
1509076596.621,844.492,825.780,843.532,832.223,0.000,0.000
1509076596.621,833.799,823.313,843.738,831.195,0.000,0.000
1509076596.621,834.553,822.285,843.532,824.546,0.000,0.000
1509076596.621,850.318,819.749,843.121,836.610,0.000,0.000
1509076596.621,855.595,818.515,844.834,857.789,0.000,0.000
1509076596.621,856.761,820.091,844.149,862.929,0.000,0.000
1509076596.621,864.094,815.910,846.205,865.877,0.000,0.000
1509076596.637,865.397,814.471,846.205,864.574,0.000,0.000
1509076596.637,860.873,819.269,844.012,857.857,0.000,0.000
1509076596.637,859.776,824.546,840.516,845.246,0.000,0.000
1509076596.637,836.130,824.272,842.093,836.678,0.000,0.000
1509076596.637,825.095,828.385,847.782,834.622,0.000,0.000
1509076596.637,835.513,833.114,847.919,840.311,0.000,0.000
1509076596.637,847.370,829.481,847.165,846.822,0.000,0.000
1509076596.637,852.305,827.357,847.987,857.377,0.000,0.000
1509076596.654,861.353,829.413,847.645,862.312,0.000,0.000
1509076596.654,867.316,828.453,846.000,862.038,0.000,0.000
