timestamps,TP9,FP1,FP2,TP10,n/a,n/a
1509076524.214,834.965,830.647,844.423,825.369,0.000,0.000
1509076524.214,838.734,831.263,841.819,833.936,0.000,0.000
1509076524.235,839.146,830.647,840.242,843.052,0.000,0.000
1509076524.235,846.617,829.755,842.984,856.486,0.000,0.000
1509076524.235,857.583,825.917,841.270,862.655,0.000,0.000
1509076524.235,859.365,822.353,842.436,853.539,0.000,0.000
1509076524.235,847.508,822.970,848.056,840.585,0.000,0.000
1509076524.235,841.750,822.285,846.411,828.453,0.000,0.000
1509076524.235,840.311,824.341,840.174,825.780,0.000,0.000
1509076524.235,834.622,825.780,839.900,829.344,0.000,0.000
1509076524.235,836.130,823.381,839.146,834.553,0.000,0.000
1509076524.235,840.928,820.365,840.654,839.146,0.000,0.000
1509076524.249,844.766,816.801,841.270,848.193,0.000,0.000
1509076524.249,849.290,814.060,844.629,856.829,0.000,0.000
1509076524.249,866.905,816.664,844.629,864.643,0.000,0.000
1509076524.249,866.288,822.079,845.451,860.942,0.000,0.000
1509076524.249,851.757,820.640,845.588,851.277,0.000,0.000
1509076524.249,839.900,819.680,842.573,838.186,0.000,0.000
1509076524.249,836.610,817.007,840.859,829.550,0.000,0.000
1509076524.268,833.662,818.309,842.024,829.755,0.000,0.000
1509076524.268,831.812,822.353,843.327,834.690,0.000,0.000
1509076524.268,842.436,825.712,840.448,839.283,0.000,0.000
1509076524.268,843.601,827.836,843.327,837.638,0.000,0.000
1509076524.268,848.124,827.494,842.298,846.205,0.000,0.000
1509076524.268,849.290,830.372,846.137,843.601,0.000,0.000
1509076524.268,864.437,828.453,845.246,854.910,0.000,0.000
1509076524.268,857.583,823.724,845.657,850.660,0.000,0.000
1509076524.268,846.411,823.930,843.327,834.485,0.000,0.000
1509076524.268,835.924,828.111,841.819,826.191,0.000,0.000
1509076524.287,828.248,826.671,842.024,828.522,0.000,0.000
1509076524.287,832.771,819.200,841.682,838.117,0.000,0.000
1509076524.287,843.806,816.801,840.516,838.392,0.000,0.000
1509076524.287,844.423,818.035,844.492,841.476,0.000,0.000
1509076524.287,841.407,818.446,847.233,847.713,0.000,0.000
1509076524.287,851.963,823.724,846.891,856.349,0.000,0.000
1509076524.287,857.994,828.179,847.233,857.926,0.000,0.000
1509076524.300,854.704,824.478,846.548,858.200,0.000,0.000
1509076524.300,856.212,812.757,840.105,855.116,0.000,0.000
1509076524.300,847.713,805.972,838.734,836.678,0.000,0.000
1509076524.300,832.292,808.371,842.093,822.833,0.000,0.000
1509076524.300,832.223,818.104,845.109,827.905,0.000,0.000
1509076524.300,841.682,822.422,840.791,835.239,0.000,0.000
1509076524.300,844.492,825.849,841.545,839.694,0.000,0.000
1509076524.300,845.657,829.139,846.754,845.177,0.000,0.000
1509076524.322,855.116,830.030,846.411,851.140,0.000,0.000
1509076524.322,859.639,828.933,847.439,854.773,0.000,0.000
1509076524.322,853.882,823.381,844.903,852.648,0.000,0.000
1509076524.322,849.975,819.063,840.379,842.230,0.000,0.000
1509076524.322,846.068,821.119,839.900,832.429,0.000,0.000
1509076524.322,837.569,819.406,841.613,831.812,0.000,0.000
1509076524.322,838.871,819.406,843.532,841.476,0.000,0.000
1509076524.322,838.597,819.474,843.601,841.613,0.000,0.000
1509076524.322,833.594,817.281,845.177,844.903,0.000,0.000
1509076524.332,839.762,816.801,845.657,851.277,0.000,0.000
1509076524.332,853.334,813.443,844.903,853.539,0.000,0.000
1509076524.332,857.377,820.571,846.685,848.262,0.000,0.000
1509076524.332,855.527,816.801,844.355,853.128,0.000,0.000
1509076524.332,846.068,804.807,842.230,840.791,0.000,0.000
1509076524.332,843.258,804.053,842.161,833.114,0.000,0.000
1509076524.332,833.594,808.234,842.641,830.509,0.000,0.000
1509076524.332,825.232,819.337,844.697,830.989,0.000,0.000
1509076524.350,836.610,829.207,844.492,837.021,0.000,0.000
1509076524.350,841.613,830.715,845.383,846.548,0.000,0.000
1509076524.350,852.031,828.864,844.286,859.160,0.000,0.000
1509076524.350,861.627,828.316,843.875,859.091,0.000,0.000
1509076524.350,862.449,831.126,844.903,850.249,0.000,0.000
1509076524.350,850.318,830.989,844.012,844.903,0.000,0.000
1509076524.350,844.972,827.562,840.516,843.395,0.000,0.000
1509076524.350,841.682,825.095,841.202,834.211,0.000,0.000
1509076524.366,838.597,822.285,841.339,830.304,0.000,0.000
1509076524.366,841.682,822.696,842.778,832.292,0.000,0.000
1509076524.366,844.629,823.313,842.093,833.525,0.000,0.000
1509076524.366,843.669,821.051,840.516,846.205,0.000,0.000
1509076524.366,846.891,822.627,843.875,855.870,0.000,0.000
1509076524.366,850.660,824.272,847.370,851.689,0.000,0.000
1509076524.366,861.764,822.147,846.137,854.362,0.000,0.000
1509076524.366,857.035,817.761,845.383,851.140,0.000,0.000
1509076524.366,846.548,816.253,843.121,841.270,0.000,0.000
1509076524.382,837.912,816.733,843.395,830.852,0.000,0.000
1509076524.382,834.005,816.116,843.327,830.509,0.000,0.000
1509076524.382,842.573,813.169,840.722,837.843,0.000,0.000
1509076524.382,849.153,810.153,842.641,834.142,0.000,0.000
1509076524.382,845.794,812.963,846.685,837.089,0.000,0.000
1509076524.382,852.580,822.079,850.112,850.729,0.000,0.000
1509076524.382,867.247,825.780,847.233,856.212,0.000,0.000
1509076524.382,868.070,827.357,846.411,853.265,0.000,0.000
1509076524.401,856.624,828.042,845.794,851.963,0.000,0.000
1509076524.401,848.947,827.631,844.355,840.791,0.000,0.000
1509076524.401,850.866,823.998,840.722,839.968,0.000,0.000
1509076524.401,842.230,824.067,842.984,839.283,0.000,0.000
1509076524.401,838.049,823.861,843.943,839.351,0.000,0.000
1509076524.401,843.464,823.244,846.205,839.625,0.000,0.000
1509076524.401,855.732,820.297,845.520,855.390,0.000,0.000
1509076524.401,864.643,820.091,847.850,862.587,0.000,0.000
1509076524.401,873.485,821.942,849.153,863.957,0.000,0.000
1509076524.415,869.098,825.300,850.318,863.683,0.000,0.000
1509076524.415,850.318,823.998,847.782,858.611,0.000,0.000
1509076524.415,847.028,822.422,844.355,850.798,0.000,0.000
1509076524.415,836.198,823.518,844.903,834.142,0.000,0.000
1509076524.415,831.195,824.409,845.246,835.444,0.000,0.000
1509076524.415,827.219,824.272,847.987,833.594,0.000,0.000
1509076524.415,839.694,823.176,847.782,840.516,0.000,0.000
1509076524.434,843.121,818.995,847.576,849.427,0.000,0.000
1509076524.434,849.632,817.487,850.044,859.571,0.000,0.000
1509076524.434,863.889,818.172,850.798,866.836,0.000,0.000
1509076524.434,858.954,819.680,849.838,853.813,0.000,0.000
1509076524.434,852.374,814.608,848.399,851.894,0.000,0.000
1509076524.434,842.161,815.088,852.785,834.142,0.000,0.000
1509076524.434,846.068,815.842,849.427,837.843,0.000,0.000
1509076524.434,842.436,817.281,848.056,843.258,0.000,0.000
1509076524.434,838.186,821.325,849.427,848.947,0.000,0.000
1509076524.434,843.121,822.559,849.358,847.645,0.000,0.000
1509076524.449,848.399,822.147,849.975,852.100,0.000,0.000
1509076524.449,855.664,817.624,848.810,856.555,0.000,0.000
1509076524.449,868.070,818.652,846.822,866.082,0.000,0.000
1509076524.449,861.970,821.805,847.302,863.203,0.000,0.000
1509076524.449,847.782,821.736,849.632,854.362,0.000,0.000
1509076524.449,845.451,819.611,847.782,843.464,0.000,0.000
1509076524.449,844.355,821.051,846.411,832.223,0.000,0.000
1509076524.466,836.198,823.655,845.657,832.566,0.000,0.000
1509076524.466,833.868,822.147,845.863,835.993,0.000,0.000
1509076524.466,850.318,817.418,845.314,847.919,0.000,0.000
1509076524.466,850.866,816.390,846.685,852.717,0.000,0.000
1509076524.466,852.374,818.789,849.838,857.103,0.000,0.000
1509076524.466,853.745,823.792,852.717,853.676,0.000,0.000
1509076524.466,860.942,820.640,849.221,861.147,0.000,0.000
1509076524.466,852.717,818.035,847.576,856.212,0.000,0.000
1509076524.466,848.741,820.708,845.657,841.407,0.000,0.000
1509076524.482,842.298,821.393,844.766,829.070,0.000,0.000
1509076524.482,835.239,820.023,843.806,829.481,0.000,0.000
1509076524.482,841.887,817.692,842.436,842.778,0.000,0.000
1509076524.482,845.314,812.689,844.149,840.791,0.000,0.000
1509076524.482,841.956,804.738,849.153,844.149,0.000,0.000
1509076524.482,847.919,808.508,849.358,851.483,0.000,0.000
1509076524.482,858.954,814.677,848.878,854.499,0.000,0.000
1509076524.482,864.985,821.325,849.701,852.785,0.000,0.000
1509076524.500,857.789,823.176,849.838,849.838,0.000,0.000
1509076524.500,851.414,823.655,848.399,842.847,0.000,0.000
1509076524.500,848.124,822.010,844.149,838.529,0.000,0.000
1509076524.500,840.654,818.789,845.246,836.404,0.000,0.000
1509076524.500,835.924,814.951,846.822,836.952,0.000,0.000
1509076524.500,832.771,814.197,848.330,832.154,0.000,0.000
1509076524.500,840.859,813.785,845.314,844.629,0.000,0.000
1509076524.500,848.536,816.047,846.822,850.523,0.000,0.000
1509076524.500,858.474,819.132,849.084,853.059,0.000,0.000
1509076524.514,859.913,824.409,849.564,853.059,0.000,0.000
1509076524.514,852.031,824.752,849.084,851.003,0.000,0.000
1509076524.514,854.293,823.176,843.464,845.588,0.000,0.000
1509076524.514,846.754,824.204,843.052,832.977,0.000,0.000
1509076524.514,834.485,823.518,847.370,828.248,0.000,0.000
1509076524.514,840.037,820.434,847.302,837.843,0.000,0.000
1509076524.514,847.028,821.805,845.588,838.597,0.000,0.000
1509076524.534,847.233,822.216,848.124,846.548,0.000,0.000
1509076524.534,850.181,817.692,848.124,854.636,0.000,0.000
1509076524.534,862.587,817.966,844.697,864.232,0.000,0.000
1509076524.534,861.147,819.063,845.040,859.297,0.000,0.000
1509076524.534,846.000,820.365,848.399,845.657,0.000,0.000
1509076524.534,834.828,825.026,849.153,830.441,0.000,0.000
1509076524.534,834.416,824.683,844.081,830.235,0.000,0.000
1509076524.534,834.279,817.761,843.943,831.949,0.000,0.000
1509076524.534,834.553,819.063,846.000,835.581,0.000,0.000
1509076524.534,834.965,823.930,846.000,837.569,0.000,0.000
1509076524.547,833.799,824.546,846.479,845.109,0.000,0.000
1509076524.547,841.270,824.409,846.617,855.870,0.000,0.000
1509076524.547,857.583,824.272,844.286,862.724,0.000,0.000
1509076524.547,858.200,819.817,844.149,858.268,0.000,0.000
1509076524.547,844.081,816.664,847.370,848.878,0.000,0.000
1509076524.547,838.940,816.253,845.588,835.376,0.000,0.000
1509076524.547,829.002,817.281,842.230,827.562,0.000,0.000
1509076524.566,826.945,820.434,840.379,832.634,0.000,0.000
1509076524.566,832.908,822.079,841.476,843.943,0.000,0.000
1509076524.566,843.464,822.559,840.585,848.262,0.000,0.000
1509076524.566,846.617,817.898,845.451,854.841,0.000,0.000
1509076524.566,852.031,815.636,849.221,851.963,0.000,0.000
1509076524.566,861.490,818.789,851.072,851.894,0.000,0.000
1509076524.566,866.425,821.119,847.508,858.817,0.000,0.000
1509076524.566,849.358,826.191,847.302,855.047,0.000,0.000
1509076524.566,842.298,828.248,843.669,842.024,0.000,0.000
1509076524.583,839.488,829.070,843.190,836.198,0.000,0.000
1509076524.583,834.348,827.288,842.641,838.117,0.000,0.000
1509076524.583,835.581,822.079,840.105,848.604,0.000,0.000
1509076524.583,838.940,818.926,843.532,846.068,0.000,0.000
1509076524.583,837.843,819.817,847.439,848.330,0.000,0.000
1509076524.583,846.000,824.546,848.399,855.184,0.000,0.000
1509076524.583,859.297,825.026,848.056,861.764,0.000,0.000
1509076524.583,859.160,822.079,846.959,857.857,0.000,0.000
1509076524.599,848.947,821.119,846.205,851.552,0.000,0.000
1509076524.599,840.859,822.353,843.738,835.513,0.000,0.000
1509076524.599,838.392,822.216,839.694,830.921,0.000,0.000
1509076524.599,832.223,823.930,841.133,829.961,0.000,0.000
1509076524.599,832.292,825.369,842.984,833.114,0.000,0.000
1509076524.599,839.557,824.752,844.560,832.360,0.000,0.000
1509076524.599,844.423,818.926,841.202,845.794,0.000,0.000
1509076524.599,851.209,814.814,843.806,853.608,0.000,0.000
1509076524.616,861.010,811.592,843.190,855.801,0.000,0.000
1509076524.616,862.312,817.761,845.863,856.486,0.000,0.000
1509076524.616,851.346,817.007,843.395,859.571,0.000,0.000
1509076524.616,835.239,818.104,843.121,837.501,0.000,0.000
1509076524.616,831.263,823.450,842.024,824.478,0.000,0.000
1509076524.616,823.792,829.207,842.778,820.297,0.000,0.000
1509076524.616,826.466,825.232,842.298,832.908,0.000,0.000
1509076524.616,835.719,823.792,842.778,837.706,0.000,0.000
1509076524.616,839.146,819.749,844.355,845.383,0.000,0.000
1509076524.631,844.012,819.200,845.588,848.536,0.000,0.000
1509076524.631,851.894,821.942,844.972,848.741,0.000,0.000
1509076524.631,859.365,824.889,840.722,855.870,0.000,0.000
1509076524.631,848.878,827.699,840.379,849.153,0.000,0.000
1509076524.631,841.750,828.590,843.190,830.372,0.000,0.000
1509076524.631,841.956,829.824,844.697,823.587,0.000,0.000
1509076524.631,838.940,828.522,840.996,826.603,0.000,0.000
1509076524.650,840.859,827.973,838.666,827.494,0.000,0.000
1509076524.650,846.342,829.961,839.557,832.086,0.000,0.000
1509076524.650,855.047,828.933,842.778,847.850,0.000,0.000
1509076524.650,857.035,827.357,844.149,848.467,0.000,0.000
1509076524.650,862.587,826.397,843.943,854.430,0.000,0.000
1509076524.650,848.056,827.219,846.137,845.109,0.000,0.000
1509076524.650,846.205,825.437,843.327,846.411,0.000,0.000
1509076524.650,846.617,825.849,840.585,833.457,0.000,0.000
1509076524.650,834.416,825.643,839.762,826.260,0.000,0.000
1509076524.650,828.864,821.462,841.339,831.058,0.000,0.000
1509076524.665,829.824,810.221,842.230,834.348,0.000,0.000
1509076524.665,838.392,808.713,841.819,833.936,0.000,0.000
1509076524.665,847.302,807.617,839.557,849.495,0.000,0.000
1509076524.665,851.757,815.636,842.230,851.963,0.000,0.000
1509076524.665,857.652,824.272,845.246,849.495,0.000,0.000
1509076524.665,858.337,827.768,842.984,847.987,0.000,0.000
1509076524.665,850.729,827.905,843.121,844.972,0.000,0.000
1509076524.684,849.906,825.095,841.819,834.142,0.000,0.000
1509076524.684,846.000,826.603,842.367,829.755,0.000,0.000
1509076524.684,844.697,824.683,841.819,839.488,0.000,0.000
1509076524.684,839.625,825.849,843.190,837.089,0.000,0.000
1509076524.684,851.072,829.207,842.093,841.476,0.000,0.000
1509076524.684,841.339,832.223,847.165,843.875,0.000,0.000
1509076524.684,850.044,834.211,845.931,860.256,0.000,0.000
1509076524.684,860.805,833.183,844.012,859.502,0.000,0.000
1509076524.684,862.312,830.921,845.383,856.281,0.000,0.000
1509076524.699,853.539,825.232,846.959,854.841,0.000,0.000
1509076524.699,848.604,822.285,844.972,841.133,0.000,0.000
1509076524.699,844.560,815.842,845.040,832.977,0.000,0.000
1509076524.699,841.887,814.265,843.052,835.856,0.000,0.000
1509076524.699,841.613,819.269,844.355,838.734,0.000,0.000
1509076524.699,839.900,826.945,846.274,836.130,0.000,0.000
1509076524.699,843.875,830.852,846.479,850.455,0.000,0.000
1509076524.699,854.019,833.936,846.617,861.353,0.000,0.000
1509076524.716,862.724,831.332,845.520,862.449,0.000,0.000
1509076524.716,862.724,822.490,846.959,857.240,0.000,0.000
1509076524.716,859.091,819.611,844.834,854.704,0.000,0.000
1509076524.716,849.495,818.720,844.012,835.924,0.000,0.000
1509076524.716,842.230,817.761,842.710,826.603,0.000,0.000
1509076524.716,837.775,825.300,843.464,827.699,0.000,0.000
1509076524.716,838.460,826.123,841.339,831.538,0.000,0.000
1509076524.716,840.174,827.768,843.258,831.332,0.000,0.000
1509076524.716,837.226,824.478,843.875,840.311,0.000,0.000
1509076524.730,844.149,823.655,844.149,848.399,0.000,0.000
1509076524.730,856.075,826.877,844.697,848.536,0.000,0.000
1509076524.730,861.833,824.889,842.367,850.660,0.000,0.000
1509076524.730,849.084,822.216,845.314,841.407,0.000,0.000
1509076524.730,844.012,817.966,843.121,832.497,0.000,0.000
1509076524.730,836.815,816.047,840.516,827.425,0.000,0.000
1509076524.730,832.086,822.353,843.395,828.111,0.000,0.000
1509076524.750,828.864,828.522,846.342,821.325,0.000,0.000
1509076524.750,839.762,827.905,846.822,827.905,0.000,0.000
1509076524.750,847.508,823.313,846.000,849.084,0.000,0.000
1509076524.750,851.620,823.998,845.863,856.349,0.000,0.000
1509076524.750,850.249,822.079,846.959,846.959,0.000,0.000
1509076524.750,847.233,824.341,848.193,837.364,0.000,0.000
1509076524.750,847.987,822.764,844.972,842.504,0.000,0.000
1509076524.750,845.657,821.119,844.149,829.961,0.000,0.000
1509076524.750,838.186,819.954,843.669,823.107,0.000,0.000
1509076524.750,830.372,821.462,843.738,825.369,0.000,0.000
1509076524.765,829.002,821.942,843.601,829.002,0.000,0.000
1509076524.765,836.610,821.325,843.395,831.400,0.000,0.000
1509076524.765,846.000,820.708,845.246,853.265,0.000,0.000
1509076524.765,847.850,823.039,847.165,858.611,0.000,0.000
1509076524.765,852.511,824.752,846.891,854.567,0.000,0.000
1509076524.765,857.103,824.958,846.822,853.334,0.000,0.000
1509076524.765,850.386,824.272,846.411,853.471,0.000,0.000
1509076524.782,843.395,825.095,843.738,838.666,0.000,0.000
1509076524.782,835.102,822.010,842.915,828.659,0.000,0.000
1509076524.782,835.924,815.362,842.641,833.731,0.000,0.000
1509076524.782,840.516,815.362,845.177,836.404,0.000,0.000
1509076524.782,848.330,820.023,848.330,839.557,0.000,0.000
1509076524.782,844.766,822.353,853.265,845.520,0.000,0.000
1509076524.782,856.624,824.889,851.414,857.857,0.000,0.000
1509076524.782,865.602,827.014,851.209,858.131,0.000,0.000
1509076524.782,862.449,829.687,849.975,856.281,0.000,0.000
1509076524.799,850.660,830.098,847.096,852.100,0.000,0.000
1509076524.799,849.564,828.522,843.806,835.993,0.000,0.000
1509076524.799,853.950,821.325,838.255,834.211,0.000,0.000
1509076524.799,840.379,819.406,839.557,829.207,0.000,0.000
1509076524.799,832.017,823.724,841.750,825.712,0.000,0.000
1509076524.799,838.392,828.864,844.149,825.712,0.000,0.000
1509076524.799,843.738,827.425,843.121,844.081,0.000,0.000
1509076524.799,850.386,825.163,844.423,853.402,0.000,0.000
1509076524.817,861.970,827.699,845.177,857.103,0.000,0.000
1509076524.817,864.026,828.248,845.794,855.595,0.000,0.000
1509076524.817,860.393,824.821,842.915,856.966,0.000,0.000
1509076524.817,848.056,825.712,843.943,829.961,0.000,0.000
1509076524.817,842.778,823.792,843.601,822.627,0.000,0.000
1509076524.817,835.033,826.740,847.302,820.434,0.000,0.000
1509076524.817,841.202,818.378,844.218,833.045,0.000,0.000
1509076524.817,844.286,814.265,844.903,839.900,0.000,0.000
1509076524.817,846.000,814.745,848.056,852.237,0.000,0.000
1509076524.830,851.689,816.801,848.262,857.994,0.000,0.000
1509076524.830,857.926,820.982,847.850,856.007,0.000,0.000
1509076524.830,858.543,820.845,846.617,855.253,0.000,0.000
1509076524.830,847.439,816.596,845.451,848.741,0.000,0.000
1509076524.830,846.000,823.998,842.298,835.993,0.000,0.000
1509076524.830,835.650,826.740,844.629,822.970,0.000,0.000
1509076524.830,830.647,825.369,845.246,827.836,0.000,0.000
1509076524.850,832.566,825.369,845.040,834.485,0.000,0.000
1509076524.850,843.669,827.768,846.205,839.351,0.000,0.000
1509076524.850,852.305,824.478,845.177,856.761,0.000,0.000
1509076524.850,853.539,825.849,847.096,858.611,0.000,0.000
1509076524.850,847.645,827.219,849.290,854.088,0.000,0.000
1509076524.850,842.436,828.111,849.153,848.878,0.000,0.000
1509076524.850,846.617,827.562,847.713,857.377,0.000,0.000
1509076524.850,849.153,827.425,844.766,844.286,0.000,0.000
1509076524.850,843.327,825.232,844.972,833.936,0.000,0.000
1509076524.850,838.940,822.559,846.000,838.049,0.000,0.000
1509076524.865,838.255,822.079,847.713,841.887,0.000,0.000
1509076524.865,845.657,820.297,847.850,843.258,0.000,0.000
1509076524.865,849.495,810.770,844.355,860.051,0.000,0.000
1509076524.865,851.963,813.648,847.439,862.861,0.000,0.000
1509076524.865,856.418,819.543,848.604,859.091,0.000,0.000
1509076524.865,857.446,820.845,850.592,858.954,0.000,0.000
1509076524.865,847.576,817.898,849.495,857.309,0.000,0.000
1509076524.883,843.052,820.160,845.931,843.121,0.000,0.000
1509076524.883,837.980,822.970,844.218,834.485,0.000,0.000
1509076524.883,838.940,823.998,842.778,843.190,0.000,0.000
1509076524.883,837.364,826.054,842.093,840.105,0.000,0.000
1509076524.883,839.557,831.263,843.327,835.993,0.000,0.000
1509076524.883,836.678,831.058,849.701,840.311,0.000,0.000
1509076524.883,854.293,830.921,847.713,855.047,0.000,0.000
1509076524.883,863.478,831.949,846.822,858.268,0.000,0.000
1509076524.883,864.300,831.880,846.137,859.228,0.000,0.000
1509076524.899,852.031,829.070,846.959,857.240,0.000,0.000
1509076524.899,849.016,827.082,844.355,843.669,0.000,0.000
1509076524.899,845.383,818.995,837.638,841.750,0.000,0.000
1509076524.899,832.154,818.720,840.516,839.557,0.000,0.000
1509076524.899,833.731,822.833,843.258,837.843,0.000,0.000
1509076524.899,844.423,828.796,846.959,842.298,0.000,0.000
1509076524.899,851.757,827.288,847.096,860.530,0.000,0.000
1509076524.899,858.748,827.219,847.576,867.247,0.000,0.000
1509076524.915,861.901,827.014,846.959,866.356,0.000,0.000
1509076524.915,856.281,824.821,847.576,861.490,0.000,0.000
1509076524.915,858.611,820.914,845.314,863.203,0.000,0.000
1509076524.915,849.632,818.515,844.972,842.641,0.000,0.000
1509076524.915,838.597,818.720,842.915,833.868,0.000,0.000
1509076524.915,830.030,822.901,846.137,830.030,0.000,0.000
1509076524.915,839.420,823.861,844.286,839.283,0.000,0.000
1509076524.915,849.769,827.836,844.012,845.726,0.000,0.000
1509076524.932,853.813,831.606,844.423,857.652,0.000,0.000
1509076524.932,861.970,833.799,846.822,862.861,0.000,0.000
1509076524.932,873.005,829.961,845.383,869.783,0.000,0.000
1509076524.932,867.042,830.030,847.370,867.796,0.000,0.000
1509076524.932,853.334,828.385,847.919,861.490,0.000,0.000
1509076524.932,845.588,828.659,847.370,835.993,0.000,0.000
1509076524.932,843.738,826.328,844.286,832.703,0.000,0.000
1509076524.932,834.690,821.942,844.149,832.908,0.000,0.000
1509076524.932,836.335,821.942,844.081,838.117,0.000,0.000
1509076524.947,845.177,825.712,846.068,845.314,0.000,0.000
1509076524.947,845.383,826.945,848.878,855.732,0.000,0.000
1509076524.947,856.898,825.849,847.439,865.808,0.000,0.000
1509076524.947,859.639,828.111,849.906,860.599,0.000,0.000
1509076524.947,850.866,826.328,848.878,852.511,0.000,0.000
1509076524.947,844.218,828.042,850.729,844.218,0.000,0.000
1509076524.947,847.370,823.313,846.205,833.799,0.000,0.000
1509076524.947,837.569,814.060,844.423,827.905,0.000,0.000
1509076524.966,829.550,812.757,844.903,829.893,0.000,0.000
1509076524.966,836.267,820.571,844.629,836.130,0.000,0.000
1509076524.966,849.084,823.381,843.258,843.943,0.000,0.000
1509076524.966,850.044,828.179,846.000,853.608,0.000,0.000
1509076524.966,849.084,833.251,849.838,851.209,0.000,0.000
1509076524.966,861.216,831.469,851.414,855.732,0.000,0.000
1509076524.966,866.151,822.559,849.906,859.022,0.000,0.000
1509076524.966,857.240,823.107,847.370,852.854,0.000,0.000
1509076524.966,854.362,825.575,845.451,838.460,0.000,0.000
1509076524.981,846.000,826.260,845.040,832.017,0.000,0.000
1509076524.981,838.803,825.026,846.479,835.307,0.000,0.000
1509076524.981,843.190,824.478,843.806,846.685,0.000,0.000
1509076524.981,845.931,825.849,844.081,846.548,0.000,0.000
1509076524.981,841.407,825.917,848.193,852.511,0.000,0.000
1509076524.981,852.237,823.381,848.604,859.776,0.000,0.000
1509076524.981,861.353,822.764,847.370,860.256,0.000,0.000
1509076524.981,858.063,822.901,847.713,858.063,0.000,0.000
1509076524.999,848.536,820.228,848.810,855.732,0.000,0.000
1509076524.999,849.016,814.677,844.697,847.096,0.000,0.000
1509076524.999,841.202,810.153,845.177,840.722,0.000,0.000
1509076524.999,838.734,813.169,846.891,836.610,0.000,0.000
1509076524.999,834.553,821.051,851.140,826.260,0.000,0.000
1509076524.999,847.782,827.562,849.564,837.432,0.000,0.000
1509076524.999,851.757,828.590,851.140,855.595,0.000,0.000
1509076524.999,857.926,829.893,852.168,862.998,0.000,0.000
1509076525.016,863.409,831.812,850.866,862.449,0.000,0.000
1509076525.016,861.764,830.030,852.717,860.462,0.000,0.000
1509076525.016,860.942,825.437,849.153,859.160,0.000,0.000
1509076525.016,853.813,820.708,845.931,837.775,0.000,0.000
1509076525.016,844.972,822.627,844.903,833.662,0.000,0.000
1509076525.016,836.130,827.082,851.277,835.033,0.000,0.000
1509076525.016,845.931,828.453,848.536,843.806,0.000,0.000
1509076525.016,854.430,830.441,847.508,847.096,0.000,0.000
1509076525.016,859.502,829.139,849.427,860.667,0.000,0.000
1509076525.030,867.659,832.292,850.112,866.768,0.000,0.000
1509076525.030,871.291,835.376,852.100,864.848,0.000,0.000
1509076525.030,873.759,831.743,850.249,870.537,0.000,0.000
1509076525.030,857.857,825.369,851.140,861.696,0.000,0.000
1509076525.030,847.165,822.833,848.741,840.996,0.000,0.000
1509076525.030,842.230,811.798,848.467,835.239,0.000,0.000
1509076525.030,842.230,804.807,847.439,840.791,0.000,0.000
1509076525.050,843.258,810.633,846.822,844.492,0.000,0.000
1509076525.050,844.492,818.583,845.863,844.560,0.000,0.000
1509076525.050,847.165,820.845,846.411,858.885,0.000,0.000
1509076525.050,852.511,828.111,849.975,861.147,0.000,0.000
1509076525.050,854.567,830.578,851.894,854.088,0.000,0.000
1509076525.050,847.370,830.167,852.854,846.822,0.000,0.000
1509076525.050,848.947,828.796,847.370,853.059,0.000,0.000
1509076525.050,848.810,825.643,844.286,841.476,0.000,0.000
1509076525.050,842.504,823.998,844.492,835.581,0.000,0.000
1509076525.050,835.170,823.176,843.190,835.581,0.000,0.000
1509076525.064,837.295,821.119,842.367,836.130,0.000,0.000
1509076525.064,844.423,822.901,843.875,840.174,0.000,0.000
1509076525.064,847.713,821.873,841.956,853.676,0.000,0.000
1509076525.064,853.813,825.300,845.794,853.676,0.000,0.000
1509076525.064,857.309,826.945,847.850,849.016,0.000,0.000
1509076525.064,851.689,824.889,849.975,851.140,0.000,0.000
1509076525.064,840.585,818.789,848.124,847.645,0.000,0.000
1509076525.084,840.311,817.761,846.205,832.908,0.000,0.000
1509076525.084,835.993,817.144,845.040,828.042,0.000,0.000
1509076525.084,837.021,816.253,843.806,835.102,0.000,0.000
1509076525.084,844.903,815.293,846.548,838.666,0.000,0.000
1509076525.084,846.891,813.854,848.399,839.762,0.000,0.000
1509076525.084,845.588,816.047,849.427,852.991,0.000,0.000
1509076525.084,851.483,820.640,850.181,857.446,0.000,0.000
1509076525.084,861.764,822.696,848.604,858.954,0.000,0.000
1509076525.084,855.732,825.643,847.919,852.374,0.000,0.000
1509076525.100,845.726,830.647,848.604,842.436,0.000,0.000
1509076525.100,849.084,830.852,844.286,830.235,0.000,0.000
1509076525.100,838.186,824.889,844.355,821.873,0.000,0.000
1509076525.100,845.588,821.188,841.065,834.211,0.000,0.000
1509076525.100,845.726,820.434,842.710,833.731,0.000,0.000
1509076525.100,844.081,822.285,844.629,833.799,0.000,0.000
1509076525.100,843.532,821.599,843.738,848.467,0.000,0.000
1509076525.100,851.483,823.518,842.230,852.717,0.000,0.000
1509076525.115,860.393,824.341,840.928,850.318,0.000,0.000
1509076525.115,863.752,822.833,841.613,854.910,0.000,0.000
1509076525.115,851.757,820.160,844.629,844.629,0.000,0.000
1509076525.115,852.580,816.801,840.105,838.049,0.000,0.000
1509076525.115,848.056,813.648,841.202,835.102,0.000,0.000
1509076525.115,846.274,810.496,842.847,842.093,0.000,0.000
