timestamps,TP9,FP1,FP2,TP10,n/a,n/a,Marker0
1510777527.095,746.684,721.598,785.067,720.227,0.000,0.000,0
1510777527.097,743.874,724.614,782.531,736.814,0.000,0.000,0
1510777527.099,739.487,721.735,784.861,754.224,0.000,0.000,0
1510777527.101,729.549,720.227,787.740,737.911,0.000,0.000,0
1510777527.103,699.322,717.554,785.067,696.992,0.000,0.000,0
1510777527.105,703.572,713.030,786.986,691.714,0.000,0.000,0
1510777527.107,696.306,711.317,786.712,679.788,0.000,0.000,0
1510777527.109,682.804,712.414,785.547,662.447,0.000,0.000,0
1510777527.111,668.822,713.030,790.002,666.560,0.000,0.000,0
1510777527.113,676.087,715.635,793.018,672.043,0.000,0.000,0
1510777527.115,691.646,715.841,792.195,669.096,0.000,0.000,0
1510777527.117,699.802,713.510,791.578,661.556,0.000,0.000,0
1510777527.119,684.792,714.744,789.659,665.189,0.000,0.000,0
1510777527.121,662.310,712.208,790.482,661.419,0.000,0.000,0
1510777527.123,648.739,710.220,794.320,655.799,0.000,0.000,0
1510777527.125,648.808,715.841,796.787,640.172,0.000,0.000,0
1510777527.127,656.827,715.841,799.598,642.708,0.000,0.000,0
1510777527.129,656.004,719.131,799.460,650.727,0.000,0.000,0
1510777527.131,649.699,721.324,800.694,642.776,0.000,0.000,0
1510777527.133,660.528,719.199,801.037,638.115,0.000,0.000,0
1510777527.135,657.992,714.812,804.601,654.222,0.000,0.000,0
1510777527.137,646.203,721.667,802.545,645.860,0.000,0.000,0
1510777527.139,628.657,714.264,800.352,642.365,0.000,0.000,0
1510777527.141,623.722,700.145,807.000,640.309,0.000,0.000,0
1510777527.143,624.064,708.164,814.265,631.604,0.000,0.000,0
1510777527.145,652.235,717.760,816.527,633.523,0.000,0.000,0
1510777527.147,693.633,734.621,816.390,650.041,0.000,0.000,0
1510777527.149,647.917,747.164,814.128,651.412,0.000,0.000,0
1510777527.151,623.790,752.784,810.496,628.108,0.000,0.000,0
1510777527.153,658.815,751.756,809.467,621.460,0.000,0.000,0
1510777527.155,650.316,750.865,804.738,607.066,0.000,0.000,0
1510777527.157,629.959,747.506,801.380,608.232,0.000,0.000,0
1510777527.159,645.655,747.849,808.782,660.597,0.000,0.000,0
1510777527.161,674.510,745.930,808.645,664.778,0.000,0.000,0
1510777527.163,657.786,740.378,806.383,636.607,0.000,0.000,0
1510777527.165,639.075,736.883,805.355,626.189,0.000,0.000,0
1510777527.167,628.383,738.802,807.411,620.706,0.000,0.000,0
1510777527.169,646.614,743.531,808.576,630.302,0.000,0.000,0
1510777527.171,675.264,742.229,805.766,637.704,0.000,0.000,0
1510777527.173,667.793,734.004,805.218,634.140,0.000,0.000,0
1510777527.175,657.992,723.380,805.355,643.667,0.000,0.000,0
1510777527.177,666.080,726.944,802.408,660.323,0.000,0.000,0
1510777527.179,681.365,730.851,797.130,672.317,0.000,0.000,0
1510777527.181,679.994,730.234,794.937,667.177,0.000,0.000,0
1510777527.183,673.757,729.549,795.759,679.034,0.000,0.000,0
1510777527.185,675.470,733.798,798.021,669.438,0.000,0.000,0
1510777527.187,670.261,735.923,797.610,642.845,0.000,0.000,0
1510777527.189,671.769,738.322,795.896,644.901,0.000,0.000,0
1510777527.191,669.644,738.870,793.223,646.203,0.000,0.000,0
1510777527.193,671.974,736.060,790.276,654.839,0.000,0.000,0
1510777527.195,680.748,726.807,788.768,654.908,0.000,0.000,0
1510777527.197,696.649,729.069,788.425,671.632,0.000,0.000,0
1510777527.199,699.459,731.331,787.192,707.890,0.000,0.000,0
1510777527.201,690.275,731.468,789.316,721.598,0.000,0.000,0
1510777527.203,704.806,739.556,789.042,703.435,0.000,0.000,0
1510777527.205,708.849,744.422,792.332,696.992,0.000,0.000,0
1510777527.207,713.990,745.519,793.497,692.537,0.000,0.000,0
1510777527.209,722.146,738.253,790.413,694.524,0.000,0.000,0
1510777527.211,704.600,732.153,788.700,697.060,0.000,0.000,0
1510777527.213,701.721,725.436,792.606,705.491,0.000,0.000,0
1510777527.215,726.190,728.247,797.130,734.347,0.000,0.000,0
1510777527.217,741.612,734.004,798.295,735.717,0.000,0.000,0
1510777527.219,748.260,732.633,796.308,748.055,0.000,0.000,0
1510777527.221,739.350,732.290,795.074,756.622,0.000,0.000,0
1510777527.223,760.255,737.774,796.033,784.176,0.000,0.000,0
1510777527.225,753.744,739.898,797.199,767.932,0.000,0.000,0
1510777527.227,753.881,735.512,796.239,739.419,0.000,0.000,0
1510777527.229,744.491,731.125,792.606,725.779,0.000,0.000,0
1510777527.231,754.566,733.867,788.220,718.993,0.000,0.000,0
1510777527.233,762.243,737.157,787.192,734.484,0.000,0.000,0
1510777527.235,766.287,735.443,789.042,743.737,0.000,0.000,0
1510777527.237,788.014,737.225,789.865,766.766,0.000,0.000,0
1510777527.239,790.207,739.282,790.345,791.647,0.000,0.000,0
1510777527.241,786.575,740.789,790.139,808.234,0.000,0.000,0
1510777527.243,793.703,741.818,789.591,809.125,0.000,0.000,0
1510777527.245,790.413,737.294,788.425,797.199,0.000,0.000,0
1510777527.247,799.255,732.565,790.276,790.139,0.000,0.000,0
1510777527.249,805.286,735.649,785.478,766.492,0.000,0.000,0
1510777527.251,800.900,739.556,781.983,778.007,0.000,0.000,0
1510777527.253,803.573,739.487,783.765,791.990,0.000,0.000,0
1510777527.255,791.236,742.572,781.845,791.647,0.000,0.000,0
1510777527.257,806.520,745.108,780.269,801.928,0.000,0.000,0
1510777527.259,809.193,744.422,779.584,807.548,0.000,0.000,0
1510777527.261,820.365,739.419,782.051,821.462,0.000,0.000,0
1510777527.263,824.546,738.870,786.986,836.130,0.000,0.000,0
1510777527.265,815.773,743.463,787.946,820.365,0.000,0.000,0
1510777527.267,804.807,745.930,784.930,807.411,0.000,0.000,0
1510777527.269,811.249,746.410,784.793,805.012,0.000,0.000,0
1510777527.271,823.039,744.422,784.793,814.814,0.000,0.000,0
1510777527.273,835.650,735.375,786.095,818.926,0.000,0.000,0
1510777527.275,830.304,715.635,782.668,823.176,0.000,0.000,0
1510777527.277,839.557,711.248,789.796,834.896,0.000,0.000,0
1510777527.279,846.479,712.208,788.151,852.922,0.000,0.000,0
1510777527.281,842.024,710.015,783.628,862.244,0.000,0.000,0
1510777527.283,854.841,710.220,789.385,867.796,0.000,0.000,0
1510777527.285,846.342,714.264,789.453,828.933,0.000,0.000,0
1510777527.286,823.930,716.595,789.522,807.617,0.000,0.000,0
1510777527.288,812.689,711.728,788.631,810.153,0.000,0.000,0
1510777527.290,813.717,708.918,787.397,817.350,0.000,0.000,0
1510777527.292,829.481,705.560,786.164,811.249,0.000,0.000,0
1510777527.294,839.283,702.544,785.204,818.241,0.000,0.000,0
1510777527.296,828.316,699.802,785.821,828.864,0.000,0.000,0
1510777527.298,835.444,705.354,790.207,849.358,0.000,0.000,0
1510777527.300,827.014,708.027,793.018,844.972,0.000,0.000,0
1510777527.302,834.553,706.656,792.743,842.298,0.000,0.000,0
1510777527.304,847.782,707.547,791.852,831.743,0.000,0.000,0
1510777527.306,843.669,715.087,788.837,819.337,0.000,0.000,0
1510777527.308,831.743,719.405,786.232,830.304,0.000,0.000,0
1510777527.310,850.935,718.171,786.780,837.501,0.000,0.000,0
1510777527.312,846.342,715.978,785.478,837.089,0.000,0.000,0
1510777527.314,850.112,716.389,784.313,844.834,0.000,0.000,0
1510777527.316,852.305,717.691,780.543,852.305,0.000,0.000,0
1510777527.318,874.376,718.445,781.777,848.673,0.000,0.000,0
1510777527.320,884.588,720.364,784.519,856.281,0.000,0.000,0
1510777527.322,839.557,716.046,785.821,855.184,0.000,0.000,0
1510777527.324,826.328,719.473,790.207,838.186,0.000,0.000,0
1510777527.326,824.889,721.255,796.102,823.655,0.000,0.000,0
1510777527.328,825.095,721.598,799.255,814.882,0.000,0.000,0
1510777527.330,823.313,719.542,801.380,812.826,0.000,0.000,0
1510777527.332,836.884,721.461,799.598,811.318,0.000,0.000,0
1510777527.334,836.678,721.255,796.170,809.399,0.000,0.000,0
1510777527.336,828.248,722.078,794.594,812.826,0.000,0.000,0
1510777527.338,831.195,725.299,803.573,851.346,0.000,0.000,0
1510777527.340,836.747,726.602,807.891,872.114,0.000,0.000,0
1510777527.342,837.501,721.872,806.657,858.885,0.000,0.000,0
1510777527.344,849.290,720.433,795.074,845.863,0.000,0.000,0
1510777527.346,836.267,715.429,776.568,840.722,0.000,0.000,0
1510777527.348,841.270,727.150,773.689,831.469,0.000,0.000,0
1510777527.350,850.249,742.023,794.526,834.828,0.000,0.000,0
1510777527.352,840.585,748.877,800.077,828.522,0.000,0.000,0
1510777527.354,841.133,749.563,806.109,843.806,0.000,0.000,0
1510777527.356,844.423,750.317,814.608,850.112,0.000,0.000,0
1510777527.358,854.499,749.700,820.503,852.717,0.000,0.000,0
1510777527.360,848.536,748.603,821.736,855.321,0.000,0.000,0
1510777527.362,840.037,746.136,825.095,843.395,0.000,0.000,0
1510777527.364,840.859,746.067,827.425,828.248,0.000,0.000,0
1510777527.366,837.364,746.821,825.095,818.926,0.000,0.000,0
1510777527.368,845.588,745.793,821.873,795.074,0.000,0.000,0
1510777527.370,836.198,745.108,821.188,793.772,0.000,0.000,0
1510777527.372,842.710,744.628,817.624,802.956,0.000,0.000,0
1510777527.374,844.697,747.506,815.636,812.620,0.000,0.000,0
1510777527.376,851.826,746.753,814.128,823.998,0.000,0.000,0
1510777527.378,857.583,738.528,816.390,846.754,0.000,0.000,0
1510777527.380,862.724,740.789,818.583,849.906,0.000,0.000,0
1510777527.382,869.441,745.656,818.104,852.854,0.000,0.000,0
1510777527.384,860.873,748.672,819.063,836.404,0.000,0.000,0
1510777527.386,851.277,751.962,821.325,837.295,0.000,0.000,0
1510777527.388,835.650,751.482,822.490,828.385,0.000,0.000,0
1510777527.390,827.973,751.962,823.930,816.321,0.000,0.000,0
1510777527.392,842.573,752.441,825.369,821.873,0.000,0.000,0
1510777527.394,838.666,747.918,822.833,832.908,0.000,0.000,0
1510777527.396,844.012,741.681,821.668,833.936,0.000,0.000,0
