,0,1
0,[3],1510777390.937555
1,[1],1510777393.216275
2,[1],1510777393.894816
3,[1],1510777394.469302
4,[1],1510777395.034429
5,[1],1510777395.628058
6,[1],1510777396.29616
7,[1],1510777396.969546
8,[1],1510777397.661262
9,[1],1510777398.2639
10,[1],1510777398.849361
11,[1],1510777399.571722
12,[1],1510777400.272795
13,[1],1510777400.895417
14,[1],1510777401.512348
15,[1],1510777402.074223
16,[1],1510777402.755062
17,[1],1510777403.411162
18,[1],1510777404.113921
19,[1],1510777404.835236
20,[1],1510777405.364269
21,[1],1510777405.98497
22,[1],1510777406.521738
23,[1],1510777407.074075
24,[2],1510777407.738584
25,[1],1510777408.294275
26,[1],1510777408.925451
27,[1],1510777409.631043
28,[1],1510777410.280242
29,[1],1510777410.893489
30,[1],1510777411.62088
31,[2],1510777412.167436
32,[1],1510777412.765324
33,[1],1510777413.472465
34,[2],1510777414.145246
35,[1],1510777414.717381
36,[1],1510777415.374218
37,[2],1510777415.995889
38,[1],1510777416.663822
39,[1],1510777417.358065
40,[1],1510777418.061264
41,[1],1510777418.750333
42,[1],1510777419.386495
43,[2],1510777420.018743
44,[1],1510777420.637031
45,[1],1510777421.275611
46,[1],1510777421.933643
47,[1],1510777422.529187
48,[2],1510777423.069676
49,[1],1510777423.795833
50,[1],1510777424.528969
51,[1],1510777425.193458
52,[1],1510777425.85087
53,[2],1510777426.509704
54,[1],1510777427.239991
55,[1],1510777427.796564
56,[1],1510777428.480225
57,[2],1510777429.193307
58,[1],1510777429.739024
59,[1],1510777430.317694
60,[1],1510777431.035211
61,[1],1510777431.691872
62,[1],1510777432.371949
63,[1],1510777433.093372
64,[1],1510777433.734522
65,[1],1510777434.370509
66,[1],1510777434.9682
67,[1],1510777435.514604
68,[1],1510777436.068038
69,[1],1510777436.778857
70,[1],1510777437.508234
71,[1],1510777438.105818
72,[2],1510777438.699134
73,[1],1510777439.418866
74,[1],1510777440.04893
75,[1],1510777440.677385
76,[1],1510777441.358776
77,[1],1510777442.005957
78,[1],1510777442.69063
79,[1],1510777443.285505
80,[1],1510777444.0244
81,[1],1510777444.6464
82,[1],1510777445.206987
83,[1],1510777445.844036
84,[1],1510777446.542915
85,[2],1510777447.24303
86,[1],1510777447.783199
87,[1],1510777448.422637
88,[1],1510777449.119654
89,[2],1510777449.837932
90,[1],1510777450.543041
91,[1],1510777451.124703
92,[1],1510777451.728293
93,[1],1510777452.404262
94,[2],1510777452.99895
95,[1],1510777453.699768
96,[1],1510777454.251431
97,[1],1510777454.792691
98,[1],1510777455.369733
99,[1],1510777455.931042
100,[1],1510777456.669233
101,[1],1510777457.313049
102,[1],1510777457.903285
103,[1],1510777458.562872
104,[1],1510777459.247068
105,[1],1510777459.912392
106,[1],1510777460.468577
107,[1],1510777461.186029
108,[1],1510777461.715788
109,[1],1510777462.38256
110,[1],1510777462.937329
111,[1],1510777463.476088
112,[1],1510777464.097642
113,[1],1510777464.716968
114,[1],1510777465.277895
115,[2],1510777465.893801
116,[2],1510777466.514182
117,[2],1510777467.14645
118,[1],1510777467.785546
119,[2],1510777468.427896
120,[1],1510777469.146274
121,[1],1510777469.836342
122,[1],1510777470.466646
123,[1],1510777471.118404
124,[2],1510777471.697863
125,[1],1510777472.405835
126,[1],1510777473.03415
127,[1],1510777473.598848
128,[1],1510777474.129572
129,[1],1510777474.841757
130,[1],1510777475.519102
131,[1],1510777476.207828
132,[1],1510777476.910279
133,[1],1510777477.5373
134,[1],1510777478.249008
135,[2],1510777478.911715
136,[1],1510777479.605626
137,[1],1510777480.250032
138,[1],1510777480.960729
139,[1],1510777481.514226
140,[1],1510777482.18122
141,[1],1510777482.844273
142,[1],1510777483.393816
143,[1],1510777483.985161
144,[2],1510777484.578492
145,[2],1510777485.272737
146,[2],1510777485.810297
147,[1],1510777486.460476
148,[2],1510777487.000805
149,[1],1510777487.72606
150,[1],1510777488.354462
151,[1],1510777489.073533
152,[1],1510777489.713436
153,[1],1510777490.286046
154,[1],1510777491.016395
155,[2],1510777491.704082
156,[1],1510777492.308386
157,[1],1510777492.915728
158,[1],1510777493.569045
159,[1],1510777494.10844
160,[1],1510777494.774958
161,[1],1510777495.378022
162,[1],1510777496.002964
163,[1],1510777496.590779
164,[1],1510777497.256385
165,[2],1510777497.914388
166,[2],1510777498.620965
167,[1],1510777499.293104
168,[1],1510777499.836693
169,[2],1510777500.561199
170,[1],1510777501.219886
171,[2],1510777501.753551
172,[1],1510777502.442177
173,[1],1510777503.166723
174,[1],1510777503.84278
175,[2],1510777504.480854
176,[1],1510777505.166144
177,[1],1510777505.851139
178,[1],1510777506.423581
179,[1],1510777507.038719
180,[1],1510777507.703945
181,[1],1510777508.277925
182,[1],1510777508.818585
183,[1],1510777509.528059
184,[1],1510777510.143378
