,0,1
0,[3],1510777824.227887
1,[1],1510777825.372508
2,[1],1510777826.016133
3,[1],1510777826.718546
4,[1],1510777827.341241
5,[1],1510777828.068598
6,[2],1510777828.793729
7,[1],1510777829.439107
8,[1],1510777829.97774
9,[1],1510777830.503884
10,[2],1510777831.081715
11,[1],1510777831.64518
12,[1],1510777832.303752
13,[2],1510777832.916079
14,[1],1510777833.526281
15,[1],1510777834.24447
16,[1],1510777834.891193
17,[1],1510777835.56826
18,[1],1510777836.132255
19,[1],1510777836.85134
20,[1],1510777837.42951
21,[2],1510777838.096021
22,[1],1510777838.747142
23,[1],1510777839.407917
24,[2],1510777840.009529
25,[1],1510777840.599245
26,[2],1510777841.209918
27,[1],1510777841.745877
28,[1],1510777842.416311
29,[1],1510777842.989091
30,[1],1510777843.540311
31,[1],1510777844.119767
32,[1],1510777844.829094
33,[1],1510777845.370007
34,[1],1510777845.916287
35,[2],1510777846.512413
36,[1],1510777847.225498
37,[1],1510777847.864323
38,[2],1510777848.490228
39,[2],1510777849.102337
40,[1],1510777849.661729
41,[1],1510777850.394742
42,[1],1510777850.936866
43,[1],1510777851.527755
44,[1],1510777852.266297
45,[1],1510777852.806214
46,[2],1510777853.451402
47,[2],1510777854.071443
48,[2],1510777854.783068
49,[1],1510777855.330487
50,[1],1510777855.894199
51,[1],1510777856.480058
52,[1],1510777857.019597
53,[1],1510777857.677864
54,[2],1510777858.274842
55,[1],1510777858.825526
56,[2],1510777859.442282
57,[1],1510777860.10056
58,[1],1510777860.753157
59,[1],1510777861.473121
60,[1],1510777862.200092
61,[1],1510777862.856652
62,[1],1510777863.562167
63,[1],1510777864.244861
64,[1],1510777864.819482
65,[1],1510777865.51367
66,[1],1510777866.196064
67,[1],1510777866.814889
68,[1],1510777867.453961
69,[1],1510777868.170435
70,[2],1510777868.816124
71,[1],1510777869.462885
72,[2],1510777870.167515
73,[1],1510777870.88635
74,[1],1510777871.469565
75,[1],1510777872.176166
76,[1],1510777872.800641
77,[1],1510777873.434526
78,[1],1510777874.071042
79,[1],1510777874.657983
80,[1],1510777875.207431
81,[1],1510777875.882754
82,[1],1510777876.615278
83,[1],1510777877.181808
84,[1],1510777877.77409
85,[1],1510777878.496885
86,[1],1510777879.057027
87,[2],1510777879.719304
88,[1],1510777880.408702
89,[1],1510777881.067299
90,[2],1510777881.724497
91,[1],1510777882.275186
92,[1],1510777882.906501
93,[1],1510777883.474196
94,[1],1510777884.019594
95,[1],1510777884.610575
96,[1],1510777885.266305
97,[1],1510777885.916811
98,[1],1510777886.472212
99,[1],1510777887.019904
100,[1],1510777887.733915
101,[1],1510777888.31775
102,[1],1510777888.8483
103,[2],1510777889.459398
104,[1],1510777890.062865
105,[1],1510777890.693996
106,[1],1510777891.350635
107,[1],1510777891.927092
108,[1],1510777892.547276
109,[1],1510777893.180558
110,[1],1510777893.900054
111,[2],1510777894.512644
112,[1],1510777895.046259
113,[1],1510777895.631699
114,[1],1510777896.292219
115,[1],1510777896.87754
116,[1],1510777897.49717
117,[1],1510777898.229901
118,[1],1510777898.919725
119,[1],1510777899.564398
120,[1],1510777900.223633
121,[2],1510777900.894679
122,[2],1510777901.537035
123,[1],1510777902.102404
124,[1],1510777902.781694
125,[1],1510777903.309257
126,[1],1510777904.012761
127,[1],1510777904.69537
128,[1],1510777905.388952
129,[2],1510777906.02082
130,[1],1510777906.55561
131,[1],1510777907.179186
132,[1],1510777907.759622
133,[1],1510777908.423163
134,[1],1510777909.154125
135,[1],1510777909.719958
136,[1],1510777910.337128
137,[2],1510777911.014732
138,[1],1510777911.632782
139,[2],1510777912.252545
140,[1],1510777912.955034
141,[1],1510777913.637344
142,[1],1510777914.166333
143,[1],1510777914.779606
144,[2],1510777915.384991
145,[1],1510777916.091475
146,[1],1510777916.784233
147,[1],1510777917.368485
148,[2],1510777917.958733
149,[1],1510777918.50839
150,[2],1510777919.181581
151,[2],1510777919.850738
152,[1],1510777920.392434
153,[1],1510777921.048312
154,[2],1510777921.670596
155,[1],1510777922.301104
156,[2],1510777922.957671
157,[1],1510777923.593008
158,[2],1510777924.219957
159,[1],1510777924.864974
160,[1],1510777925.53684
161,[1],1510777926.212007
162,[1],1510777926.770163
163,[1],1510777927.485705
164,[1],1510777928.131335
165,[1],1510777928.678173
166,[2],1510777929.231671
167,[1],1510777929.956672
168,[1],1510777930.635007
169,[1],1510777931.358578
170,[1],1510777932.074405
171,[1],1510777932.658318
172,[1],1510777933.240847
173,[2],1510777933.938839
174,[1],1510777934.632506
175,[1],1510777935.168209
176,[1],1510777935.85862
177,[1],1510777936.515703
178,[1],1510777937.140983
179,[1],1510777937.709003
180,[2],1510777938.423205
181,[1],1510777939.067723
182,[1],1510777939.744743
183,[1],1510777940.381251
184,[1],1510777940.931725
185,[1],1510777941.590015
186,[1],1510777942.302715
187,[2],1510777942.949782
